shi_cd,shi_nm,time_step,time_step_col,upper_raw,lower_raw,upper_tol,lower_tol,POD_upper_raw,FAR_upper_raw,PPV_upper_raw,POD_lower_raw,FAR_lower_raw,PPV_lower_raw,POD_upper_tol,FAR_upper_tol,PPV_upper_tol,POD_lower_tol,FAR_lower_tol,PPV_lower_tol,best_antecedent_days,best_k,a,b,c,POD_api,FAR_api,PPV_api
46,Sub bacia do Rio Irajá/Canal da Penha,2,I_2h,46.900000,2.800000,30.381822,3.606395,0.000000,0.001898,0.000000,1.000000,0.924099,0.067050,0.028571,0.011385,0.142857,0.942857,0.827324,0.070362,1,0.600000,7.406322,-0.322632,8.988091,0.457143,0.094877,0.242424
46,Sub bacia do Rio Irajá/Canal da Penha,3,I_3h,36.395620,2.466667,22.162731,2.591275,0.000000,0.001898,0.000000,1.000000,0.903226,0.068493,0.028571,0.011385,0.142857,0.942857,0.882353,0.066265,1,0.850000,9.173432,-0.062105,4.093100,0.400000,0.079696,0.250000
46,Sub bacia do Rio Irajá/Canal da Penha,6,I_6h,19.699781,1.266667,13.708312,1.458916,0.028571,0.001898,0.500000,1.000000,0.969639,0.064103,0.028571,0.011385,0.142857,0.942857,0.924099,0.063462,1,0.600000,4.262674,-0.062105,2.423933,0.428571,0.108159,0.208333
46,Sub bacia do Rio Irajá/Canal da Penha,8,I_8h,14.774836,0.975000,10.780902,1.202500,0.028571,0.001898,0.500000,1.000000,0.969639,0.064103,0.028571,0.011385,0.142857,0.942857,0.922201,0.063584,2,0.900000,5.292402,-0.010000,0.537147,0.342857,0.074004,0.235294
46,Sub bacia do Rio Irajá/Canal da Penha,10,I_10h,11.819869,0.780000,9.053771,0.962000,0.028571,0.001898,0.500000,1.000000,0.981025,0.063406,0.028571,0.011385,0.142857,0.942857,0.941176,0.062382,1,0.600000,2.107013,-0.218421,2.149424,0.457143,0.132827,0.186047
46,Sub bacia do Rio Irajá/Canal da Penha,12,I_12h,9.913729,0.650000,7.544809,0.801667,0.028571,0.001898,0.500000,1.000000,0.984820,0.063177,0.028571,0.011385,0.142857,0.942857,0.954459,0.061567,1,0.600000,7.707814,-0.062105,0.954980,0.200000,0.028463,0.318182
46,Sub bacia do Rio Irajá/Canal da Penha,24,I_24h,6.794904,0.425000,3.825987,0.448720,0.028571,0.001988,0.500000,1.000000,0.978131,0.066414,0.028571,0.011928,0.142857,0.942857,0.926441,0.066132,4,0.950000,3.981607,-0.010000,0.000000,0.200000,0.033797,0.291667
47,Sub bacia do Rio Sarapuí,1/6,I_15min,127.440445,7.160741,96.640731,10.796074,0.000000,0.002288,0.000000,1.000000,0.819222,0.050398,0.000000,0.011442,0.000000,0.947368,0.661327,0.058632,1,0.750000,60.821224,-0.322632,33.538319,0.368421,0.059497,0.212121
47,Sub bacia do Rio Sarapuí,1/2,I_30min,107.638953,6.360804,75.768312,9.276080,0.000000,0.002288,0.000000,1.000000,0.780320,0.052778,0.000000,0.011442,0.000000,0.947368,0.610984,0.063158,1,0.600000,60.999419,-0.270526,16.620431,0.421053,0.082380,0.181818
47,Sub bacia do Rio Sarapuí,1,I_1h,83.255539,6.150989,52.473756,6.823061,0.000000,0.002288,0.000000,1.000000,0.668192,0.061093,0.000000,0.011442,0.000000,0.947368,0.615561,0.062718,1,0.600000,36.744322,-0.583158,16.175167,0.368421,0.064073,0.200000
47,Sub bacia do Rio Sarapuí,2,I_2h,51.648587,3.692979,31.588776,5.049298,0.000000,0.002288,0.000000,1.000000,0.757437,0.054286,0.000000,0.011442,0.000000,0.947368,0.567506,0.067669,1,0.800000,44.249062,-0.947895,8.365647,0.473684,0.096110,0.176471
47,Sub bacia do Rio Sarapuí,3,I_3h,39.854206,3.032589,23.104646,3.543259,0.000000,0.002288,0.000000,1.000000,0.739130,0.055556,0.000000,0.011442,0.000000,0.947368,0.610984,0.063158,2,0.700000,20.599768,-1.000000,6.518119,0.526316,0.105263,0.178571
47,Sub bacia do Rio Sarapuí,6,I_6h,20.185601,2.000000,12.041327,2.332911,0.000000,0.002288,0.000000,1.000000,0.645309,0.063123,0.000000,0.011442,0.000000,0.947368,0.528604,0.072289,2,0.750000,6.375200,-1.000000,4.086007,0.631579,0.116705,0.190476
47,Sub bacia do Rio Sarapuí,8,I_8h,15.139201,1.575000,9.065233,2.002475,0.000000,0.002288,0.000000,1.000000,0.647597,0.062914,0.000000,0.011442,0.000000,0.947368,0.464531,0.081448,1,0.600000,3.934585,-1.000000,4.736972,0.421053,0.048055,0.275862
47,Sub bacia do Rio Sarapuí,10,I_10h,12.280416,1.280000,7.272288,1.603980,0.000000,0.002288,0.000000,1.000000,0.672769,0.060703,0.000000,0.011442,0.000000,0.947368,0.478261,0.079295,1,0.600000,3.180695,-0.062105,3.574577,0.315789,0.029748,0.315789
47,Sub bacia do Rio Sarapuí,12,I_12h,10.339423,1.066667,6.324966,1.336650,0.000000,0.002288,0.000000,1.000000,0.684211,0.059748,0.000000,0.011442,0.000000,0.947368,0.494279,0.076923,1,0.600000,3.009710,-0.843684,2.746569,0.473684,0.066362,0.236842
47,Sub bacia do Rio Sarapuí,24,I_24h,5.169712,0.550000,3.735368,0.669992,0.000000,0.002404,0.000000,1.000000,0.713942,0.060127,0.000000,0.012019,0.000000,0.947368,0.569712,0.070588,7,0.900000,6.059815,-0.062105,1.758981,0.315789,0.036058,0.285714
48,Sub bacia do Rio Ramos,1/6,I_15min,120.000000,6.850253,93.186190,7.834329,0.054054,0.002119,0.666667,1.000000,0.860169,0.083521,0.054054,0.010593,0.285714,0.945946,0.796610,0.085158,3,0.800000,24.641938,-0.166316,18.322272,0.702703,0.277542,0.165605
48,Sub bacia do Rio Ramos,1/2,I_30min,81.600000,6.350869,72.128000,7.472921,0.054054,0.002119,0.666667,1.000000,0.811441,0.088095,0.054054,0.010593,0.285714,0.945946,0.739407,0.091146,10,0.750000,208.521496,-0.114211,17.366980,0.351351,0.061441,0.309524
48,Sub bacia do Rio Ramos,1,I_1h,60.963272,5.061873,52.614304,5.563412,0.027027,0.002119,0.500000,1.000000,0.766949,0.092732,0.027027,0.010593,0.166667,0.945946,0.726695,0.092593,1,0.600000,33.574092,-0.062105,13.371073,0.216216,0.021186,0.444444
48,Sub bacia do Rio Ramos,2,I_2h,46.981583,3.371610,27.674078,4.008404,0.027027,0.002119,0.500000,1.000000,0.817797,0.087470,0.054054,0.010593,0.285714,0.945946,0.709746,0.094595,10,0.850000,9.395815,-0.062105,12.072002,0.405405,0.082627,0.277778
48,Sub bacia do Rio Ramos,3,I_3h,37.902423,2.505620,20.754616,2.998912,0.000000,0.002119,0.000000,1.000000,0.855932,0.083900,0.054054,0.010593,0.285714,0.945946,0.771186,0.087719,2,0.600000,11.516444,-0.010000,1.990944,0.351351,0.063559,0.302326
48,Sub bacia do Rio Ramos,6,I_6h,20.720931,1.589557,12.340349,1.702886,0.027027,0.002119,0.500000,1.000000,0.855932,0.083900,0.081081,0.010593,0.375000,0.945946,0.815678,0.083333,7,0.950000,3.572455,-0.062105,3.542659,0.513514,0.165254,0.195876
48,Sub bacia do Rio Ramos,8,I_8h,15.550458,1.200000,9.523122,1.415739,0.027027,0.002119,0.500000,1.000000,0.900424,0.080087,0.081081,0.010593,0.375000,0.945946,0.773305,0.087500,6,0.850000,1.199322,-0.062105,2.545018,0.648649,0.233051,0.179104
48,Sub bacia do Rio Ramos,10,I_10h,12.440367,0.960000,7.665067,1.132591,0.027027,0.002119,0.500000,1.000000,0.927966,0.077895,0.081081,0.010593,0.375000,0.945946,0.800847,0.084746,7,0.850000,0.961981,-0.062105,2.088927,0.648649,0.237288,0.176471
48,Sub bacia do Rio Ramos,12,I_12h,10.735474,0.800000,6.388734,0.943826,0.027027,0.002119,0.500000,1.000000,0.957627,0.075665,0.081081,0.010593,0.375000,0.945946,0.822034,0.082742,6,0.850000,0.808332,-0.062105,1.703266,0.648649,0.245763,0.171429
48,Sub bacia do Rio Ramos,24,I_24h,7.386532,0.425000,3.417474,0.471913,0.027027,0.002232,0.500000,1.000000,0.979911,0.077731,0.108108,0.011161,0.444444,0.945946,0.890625,0.080645,10,0.950000,0.276068,-0.010000,0.977640,0.621622,0.234375,0.179688
49,Sub bacia do Canal do Cunha,1/6,I_15min,124.800000,3.441056,83.151924,8.094751,0.005952,0.001992,0.500000,1.000000,0.996016,0.251497,0.035714,0.011952,0.500000,0.946429,0.828685,0.276522,3,0.750000,15.788075,-0.270526,18.619006,0.654762,0.324701,0.402930
49,Sub bacia do Canal do Cunha,1/2,I_30min,92.400000,2.640389,65.436952,6.764074,0.005952,0.001992,0.500000,1.000000,0.998008,0.251121,0.035714,0.011952,0.500000,0.946429,0.828685,0.276522,4,0.700000,16.032905,-0.426842,13.617864,0.648810,0.332669,0.394928
49,Sub bacia do Canal do Cunha,1,I_1h,58.200000,2.087303,41.690120,5.244366,0.005952,0.001992,0.500000,1.000000,0.996016,0.251497,0.041667,0.011952,0.538462,0.946429,0.808765,0.281416,2,0.700000,10.464013,-0.374737,9.650300,0.559524,0.252988,0.425339
49,Sub bacia do Canal do Cunha,2,I_2h,41.544763,1.442191,23.689677,3.355150,0.005952,0.001992,0.500000,1.000000,0.998008,0.251121,0.047619,0.011952,0.571429,0.946429,0.852590,0.270869,5,0.700000,7.178822,-0.010000,2.188309,0.535714,0.239044,0.428571
49,Sub bacia do Canal do Cunha,3,I_3h,33.447657,1.163078,16.902850,2.696566,0.000000,0.001992,0.000000,1.000000,0.998008,0.251121,0.053571,0.011952,0.600000,0.946429,0.858566,0.269492,2,0.950000,6.380573,-0.166316,3.770352,0.529762,0.223108,0.442786
49,Sub bacia do Canal do Cunha,6,I_6h,20.025095,0.701995,9.702946,1.673935,0.000000,0.001992,0.000000,1.000000,1.000000,0.250746,0.071429,0.011952,0.666667,0.946429,0.862550,0.268581,4,0.600000,1.280070,-0.218421,3.137103,0.517857,0.205179,0.457895
49,Sub bacia do Canal do Cunha,8,I_8h,15.164109,0.742580,7.284931,1.283750,0.005952,0.001992,0.500000,1.000000,0.998008,0.251121,0.077381,0.011952,0.684211,0.946429,0.880478,0.264559,9,0.950000,1.777403,-0.010000,1.300470,0.595238,0.264940,0.429185
49,Sub bacia do Canal do Cunha,10,I_10h,12.131287,0.656175,6.119600,1.040000,0.005952,0.001992,0.500000,1.000000,0.996016,0.251497,0.071429,0.011952,0.666667,0.952381,0.902390,0.261011,10,0.850000,2.290830,-0.062105,1.626141,0.505952,0.195219,0.464481
49,Sub bacia do Canal do Cunha,12,I_12h,10.109406,0.577525,5.396667,0.877565,0.005952,0.001992,0.500000,1.000000,0.994024,0.251874,0.065476,0.011952,0.647059,0.946429,0.898406,0.260656,1,0.700000,1.084971,-0.166316,1.260473,0.541667,0.231076,0.439614
49,Sub bacia do Canal do Cunha,24,I_24h,5.054703,0.433333,3.113924,0.486712,0.012195,0.002105,0.666667,1.000000,0.964211,0.263666,0.054878,0.010526,0.642857,0.945122,0.844211,0.278777,5,0.700000,1.695726,-0.218421,0.643233,0.542683,0.231579,0.447236
50,Micro bacia do Centro,1/6,I_15min,97.610531,4.322749,78.400000,9.040709,0.014286,0.002933,0.666667,1.000000,0.961877,0.299145,0.021429,0.014663,0.375000,0.950000,0.756598,0.340153,1,0.700000,40.852655,-0.114211,2.010443,0.585714,0.196481,0.550336
50,Micro bacia do Centro,1/2,I_30min,79.458462,3.582564,58.514864,7.446843,0.007143,0.002933,0.500000,1.000000,0.967742,0.297872,0.042857,0.011730,0.600000,0.950000,0.756598,0.340153,1,0.750000,21.982471,-1.000000,12.765929,0.600000,0.184751,0.571429
50,Micro bacia do Centro,1,I_1h,52.494449,3.237183,38.774801,5.603081,0.000000,0.002933,0.000000,1.000000,0.941349,0.303688,0.042857,0.011730,0.600000,0.950000,0.739003,0.345455,1,0.850000,12.367864,-0.062105,7.497637,0.528571,0.123167,0.637931
50,Micro bacia do Centro,2,I_2h,31.455902,2.008155,21.467128,3.559727,0.000000,0.002933,0.000000,1.000000,0.982405,0.294737,0.078571,0.011730,0.733333,0.950000,0.812317,0.324390,1,0.900000,7.958527,-0.114211,6.254775,0.528571,0.105572,0.672727
50,Micro bacia do Centro,3,I_3h,23.451321,1.555350,14.473532,2.557659,0.007143,0.002933,0.500000,1.000000,0.985337,0.294118,0.128571,0.011730,0.818182,0.950000,0.850440,0.314421,10,0.850000,3.656910,-0.062105,5.804358,0.571429,0.126100,0.650407
50,Micro bacia do Centro,6,I_6h,15.822743,1.033160,7.928481,1.757136,0.007143,0.002933,0.500000,1.000000,0.991202,0.292887,0.150000,0.011730,0.840000,0.950000,0.782991,0.332500,10,0.800000,2.582508,-0.114211,2.941653,0.657143,0.170088,0.613333
50,Micro bacia do Centro,8,I_8h,12.151703,1.033126,6.894206,1.335007,0.007143,0.002933,0.500000,1.000000,0.979472,0.295359,0.107143,0.011730,0.789474,0.950000,0.835777,0.318182,8,0.600000,1.365658,-0.114211,2.406685,0.614286,0.149560,0.627737
50,Micro bacia do Centro,10,I_10h,9.739379,0.946709,5.810509,1.137820,0.007143,0.002933,0.500000,1.000000,0.958944,0.299786,0.092857,0.011730,0.764706,0.950000,0.829912,0.319712,10,0.750000,1.878476,-0.322632,2.187940,0.628571,0.167155,0.606897
50,Micro bacia do Centro,12,I_12h,8.131163,0.883333,5.044577,0.963465,0.007143,0.002933,0.500000,1.000000,0.891496,0.315315,0.085714,0.011730,0.750000,0.950000,0.821114,0.322034,2,0.750000,0.707011,-0.218421,1.913002,0.600000,0.152493,0.617647
50,Micro bacia do Centro,24,I_24h,4.616229,0.444684,2.846136,0.590129,0.007299,0.003135,0.500000,1.000000,0.946708,0.312073,0.072993,0.012539,0.714286,0.948905,0.702194,0.367232,9,0.750000,0.438504,-0.062105,0.944587,0.620438,0.159875,0.625000
51,Sub bacia do Canal do Mangue,1/6,I_15min,128.800000,6.133694,78.400000,12.025357,0.000000,0.002075,0.000000,1.000000,0.917012,0.248299,0.041096,0.012448,0.500000,0.945205,0.690871,0.292994,1,0.850000,52.216866,-1.000000,16.384238,0.493151,0.205394,0.421053
51,Sub bacia do Canal do Mangue,1/2,I_30min,84.000000,4.554724,71.200000,9.367514,0.020548,0.002075,0.750000,1.000000,0.943983,0.242928,0.041096,0.012448,0.500000,0.945205,0.699170,0.290526,1,0.800000,16.062933,-0.791579,14.776779,0.568493,0.253112,0.404878
51,Sub bacia do Canal do Mangue,1,I_1h,58.200000,3.464607,42.720000,6.658041,0.013699,0.002075,0.666667,1.000000,0.954357,0.240924,0.041096,0.010373,0.545455,0.945205,0.705394,0.288703,1,0.600000,8.385816,-0.426842,8.628854,0.671233,0.280083,0.420601
51,Sub bacia do Canal do Mangue,2,I_2h,30.559507,2.358180,23.877600,4.270480,0.034247,0.002075,0.833333,1.000000,0.962656,0.239344,0.061644,0.010373,0.642857,0.945205,0.734440,0.280488,4,0.600000,6.200803,-0.114211,4.557361,0.684932,0.284232,0.421941
51,Sub bacia do Canal do Mangue,3,I_3h,20.843407,1.762960,16.526667,3.215542,0.047945,0.002075,0.875000,1.000000,0.975104,0.237013,0.102740,0.010373,0.750000,0.945205,0.765560,0.272189,2,0.950000,6.182479,-0.010000,0.610788,0.636986,0.242739,0.442857
51,Sub bacia do Canal do Mangue,6,I_6h,12.377835,1.237328,8.488523,1.871549,0.034247,0.002075,0.833333,1.000000,0.975104,0.237013,0.143836,0.010373,0.807692,0.945205,0.751037,0.276000,1,0.600000,2.759065,-0.114211,2.170898,0.554795,0.165975,0.503106
51,Sub bacia do Canal do Mangue,8,I_8h,9.871147,1.096916,6.467978,1.475453,0.034247,0.002075,0.833333,1.000000,0.962656,0.239344,0.150685,0.010373,0.814815,0.945205,0.765560,0.272189,2,0.600000,2.105677,-0.062105,1.558022,0.582192,0.180498,0.494186
51,Sub bacia do Canal do Mangue,10,I_10h,8.019165,1.025445,5.193823,1.269056,0.054795,0.002075,0.888889,1.000000,0.927386,0.246206,0.150685,0.010373,0.814815,0.945205,0.709544,0.287500,2,0.600000,1.693904,-0.062105,1.228141,0.609589,0.205394,0.473404
51,Sub bacia do Canal do Mangue,12,I_12h,6.684359,0.866667,4.440173,1.081388,0.061644,0.002075,0.900000,1.000000,0.943983,0.242928,0.150685,0.010373,0.814815,0.945205,0.711618,0.286902,4,0.800000,1.934174,-0.062105,0.995538,0.623288,0.224066,0.457286
51,Sub bacia do Canal do Mangue,24,I_24h,3.362099,0.433333,2.560476,0.559191,0.062500,0.002198,0.900000,1.000000,0.982418,0.243655,0.118056,0.010989,0.772727,0.944444,0.745055,0.286316,2,0.600000,0.714403,-0.114211,0.750263,0.583333,0.173626,0.515337
52,Sub bacia do Rio Carioca,1/6,I_15min,123.734805,5.695406,82.304000,11.658027,0.000000,0.002273,0.000000,1.000000,0.950000,0.075221,0.029412,0.011364,0.166667,0.941176,0.747727,0.088643,6,0.800000,24.968708,-0.010000,38.630922,0.264706,0.034091,0.375000
52,Sub bacia do Rio Carioca,1/2,I_30min,101.200000,5.382248,58.800000,8.883315,0.000000,0.002273,0.000000,1.000000,0.925000,0.077098,0.058824,0.013636,0.250000,0.941176,0.754545,0.087912,1,0.600000,47.299571,-0.010000,4.287776,0.294118,0.025000,0.476190
52,Sub bacia do Rio Carioca,1,I_1h,72.000000,4.781339,40.292542,6.998674,0.000000,0.002273,0.000000,1.000000,0.884091,0.080378,0.117647,0.011364,0.444444,0.941176,0.720455,0.091691,1,0.600000,27.703732,-0.010000,12.213770,0.205882,0.011364,0.583333
52,Sub bacia do Rio Carioca,2,I_2h,39.500000,3.545699,24.011938,4.421535,0.000000,0.002273,0.000000,1.000000,0.859091,0.082524,0.088235,0.011364,0.375000,0.941176,0.736364,0.089888,1,0.600000,10.434350,-0.010000,11.727702,0.205882,0.011364,0.583333
52,Sub bacia do Rio Carioca,3,I_3h,26.866667,2.784109,17.937126,3.539200,0.000000,0.002273,0.000000,1.000000,0.852273,0.083130,0.117647,0.011364,0.444444,0.941176,0.713636,0.092486,6,0.750000,4.656230,-0.583158,8.334231,0.500000,0.115909,0.250000
52,Sub bacia do Rio Carioca,6,I_6h,15.002699,1.833333,11.226473,1.921122,0.000000,0.002273,0.000000,1.000000,0.813636,0.086735,0.029412,0.011364,0.166667,0.941176,0.777273,0.085561,8,0.700000,0.196839,-1.000000,4.823428,0.588235,0.145455,0.238095
52,Sub bacia do Rio Carioca,8,I_8h,12.738985,1.375000,8.887334,1.464769,0.000000,0.002273,0.000000,1.000000,0.847727,0.083538,0.029412,0.011364,0.166667,0.941176,0.809091,0.082474,5,0.600000,0.658078,-0.062105,4.192087,0.411765,0.084091,0.274510
52,Sub bacia do Rio Carioca,10,I_10h,10.517807,1.100000,7.348464,1.209390,0.000000,0.002273,0.000000,1.000000,0.870455,0.081535,0.029412,0.011364,0.166667,0.941176,0.809091,0.082474,1,0.600000,0.530016,-0.010000,3.052826,0.470588,0.109091,0.250000
52,Sub bacia do Rio Carioca,12,I_12h,9.324042,0.916667,6.129726,1.140881,0.000000,0.002273,0.000000,1.000000,0.893182,0.079625,0.029412,0.011364,0.166667,0.941176,0.731818,0.090395,1,0.600000,0.120000,-0.010000,2.338836,0.617647,0.175000,0.214286
52,Sub bacia do Rio Carioca,24,I_24h,6.326675,0.458333,3.536879,0.576274,0.000000,0.002392,0.000000,1.000000,0.956938,0.078341,0.029412,0.011962,0.166667,0.941176,0.787081,0.088643,5,0.950000,0.100000,-0.531053,1.546630,0.470588,0.122010,0.238806
53,Sub bacia de Botafogo,1/6,I_15min,102.982514,4.000000,91.195045,5.632989,0.029412,0.002165,0.666667,1.000000,0.987013,0.129771,0.029412,0.010823,0.285714,0.941176,0.919913,0.130879,1,0.800000,56.283325,-0.114211,15.126820,0.352941,0.095238,0.352941
53,Sub bacia de Botafogo,1/2,I_30min,86.658541,3.640933,70.020973,4.449106,0.029412,0.002165,0.666667,1.000000,0.971861,0.131528,0.044118,0.010823,0.375000,0.941176,0.945887,0.127745,1,0.600000,183.852162,-0.426842,15.065424,0.308824,0.060606,0.428571
53,Sub bacia de Botafogo,1,I_1h,60.048937,3.000000,48.149235,3.631702,0.029412,0.002165,0.666667,1.000000,0.976190,0.131021,0.058824,0.010823,0.444444,0.941176,0.928571,0.129817,1,0.600000,84.989290,-0.322632,7.637619,0.352941,0.080087,0.393443
53,Sub bacia de Botafogo,2,I_2h,36.600000,2.200000,27.162744,2.755952,0.058824,0.002165,0.800000,1.000000,0.971861,0.131528,0.058824,0.010823,0.444444,0.941176,0.909091,0.132231,1,0.600000,36.345873,-0.322632,5.962151,0.367647,0.062771,0.462963
53,Sub bacia de Botafogo,3,I_3h,26.866667,1.674291,19.281837,2.302260,0.029412,0.002165,0.666667,1.000000,0.971861,0.131528,0.058824,0.010823,0.444444,0.941176,0.874459,0.136752,1,0.600000,21.237276,-0.270526,4.986178,0.338235,0.051948,0.489362
53,Sub bacia de Botafogo,6,I_6h,13.533333,1.110153,10.387291,1.452308,0.014706,0.002165,0.500000,1.000000,0.971861,0.131528,0.058824,0.010823,0.444444,0.941176,0.909091,0.132231,9,0.700000,2.007184,-0.062105,3.239232,0.514706,0.132035,0.364583
53,Sub bacia de Botafogo,8,I_8h,11.109584,0.922677,7.928286,1.155798,0.014706,0.002165,0.500000,1.000000,0.976190,0.131021,0.088235,0.010823,0.545455,0.941176,0.919913,0.130879,8,0.950000,2.431034,-0.010000,1.513731,0.529412,0.147186,0.346154
53,Sub bacia de Botafogo,10,I_10h,9.081902,0.770472,6.360231,0.967159,0.014706,0.002169,0.500000,1.000000,0.982646,0.130518,0.088235,0.010846,0.545455,0.941176,0.939262,0.128773,3,0.900000,0.489392,-1.000000,2.551369,0.529412,0.147505,0.346154
53,Sub bacia de Botafogo,12,I_12h,8.082976,0.683333,5.301372,0.855792,0.014706,0.002169,0.500000,1.000000,0.986985,0.130019,0.102941,0.010846,0.583333,0.941176,0.908894,0.132505,10,0.950000,4.086980,-0.426842,1.977292,0.558824,0.154013,0.348624
53,Sub bacia de Botafogo,24,I_24h,5.413554,0.425000,3.051010,0.495091,0.015152,0.002299,0.500000,1.000000,0.981609,0.133874,0.121212,0.011494,0.615385,0.939394,0.841379,0.144860,10,0.950000,3.285568,-0.583158,1.075941,0.560606,0.158621,0.349057
54,Micro bacia da Urca,1/6,I_15min,146.399681,12.799961,107.375977,15.319974,0.000000,0.002564,0.000000,1.000000,0.646154,0.030769,0.000000,0.010256,0.000000,0.875000,0.576923,0.030172,1,0.800000,146.693236,-0.010000,0.000000,0.250000,0.010256,0.333333
54,Micro bacia da Urca,1/2,I_30min,133.599591,10.799967,86.839841,13.319979,0.000000,0.002564,0.000000,1.000000,0.623077,0.031873,0.125000,0.010256,0.200000,0.875000,0.551282,0.031532,1,0.800000,109.628408,-0.010000,0.782312,0.375000,0.012821,0.375000
54,Micro bacia da Urca,1,I_1h,89.599783,9.399972,63.437964,11.079982,0.000000,0.002564,0.000000,1.000000,0.525641,0.037559,0.125000,0.010256,0.200000,0.875000,0.451282,0.038251,1,0.600000,43.076193,-0.062105,24.933297,0.375000,0.015385,0.333333
54,Micro bacia da Urca,2,I_2h,55.799864,5.999984,38.665988,7.994986,0.000000,0.002564,0.000000,1.000000,0.512821,0.038462,0.125000,0.010256,0.200000,0.875000,0.369231,0.046358,1,0.600000,43.768684,-0.010000,0.630611,0.250000,0.010256,0.333333
54,Micro bacia da Urca,3,I_3h,40.399902,4.466654,27.546715,5.656656,0.000000,0.002564,0.000000,1.000000,0.520513,0.037915,0.125000,0.010256,0.200000,0.875000,0.374359,0.045752,1,0.950000,33.765145,-0.010000,0.000000,0.375000,0.012821,0.375000
54,Micro bacia da Urca,6,I_6h,20.533283,3.266658,16.503687,3.978327,0.000000,0.002564,0.000000,1.000000,0.374359,0.051948,0.000000,0.010256,0.000000,0.875000,0.294872,0.057377,1,0.800000,18.335234,-0.010000,0.494751,0.250000,0.012821,0.285714
54,Micro bacia da Urca,8,I_8h,15.399962,3.024992,13.473470,3.357494,0.000000,0.002564,0.000000,1.000000,0.315385,0.061069,0.000000,0.010256,0.000000,0.875000,0.258974,0.064815,1,0.950000,19.686503,-0.010000,0.263994,0.250000,0.010256,0.333333
54,Micro bacia da Urca,10,I_10h,13.199974,3.179998,11.305775,3.186996,0.000000,0.002564,0.000000,1.000000,0.200000,0.093023,0.000000,0.010256,0.000000,0.875000,0.200000,0.082353,1,0.750000,14.563207,-0.010000,0.000000,0.250000,0.010256,0.333333
54,Micro bacia da Urca,12,I_12h,11.616642,2.649999,10.010978,2.766663,0.000000,0.002564,0.000000,1.000000,0.205128,0.090909,0.000000,0.010256,0.000000,0.875000,0.200000,0.082353,1,0.750000,12.152162,-0.010000,0.000000,0.250000,0.010256,0.333333
54,Micro bacia da Urca,24,I_24h,9.774968,1.324999,5.601315,1.430000,0.000000,0.002703,0.000000,1.000000,0.240541,0.082474,0.000000,0.010811,0.000000,0.875000,0.224324,0.077778,1,0.600000,6.082884,-0.010000,0.359353,0.250000,0.013514,0.285714
55,Micro bacia da Praia de Fora,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
55,Micro bacia da Praia de Fora,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
