shi_cd,shi_nm,time_step,time_step_col,upper_raw,lower_raw,upper_tol,lower_tol,POD_upper_raw,FAR_upper_raw,PPV_upper_raw,POD_lower_raw,FAR_lower_raw,PPV_lower_raw,POD_upper_tol,FAR_upper_tol,PPV_upper_tol,POD_lower_tol,FAR_lower_tol,PPV_lower_tol,best_antecedent_days,best_k,a,b,c,POD_api,FAR_api,PPV_api
33,Sub bacia da Lagoa Rodrigo de Freitas,12,I_12h,15.166431,0.548973,7.376593,0.927726,0.000000,0.001709,0.000000,1.000000,0.994872,0.199450,0.013793,0.010256,0.250000,0.944828,0.861538,0.213729,1,0.950000,2.615426,-1.000000,1.533287,0.524138,0.184615,0.413043
33,Sub bacia da Lagoa Rodrigo de Freitas,24,I_24h,9.081058,0.425000,3.960530,0.479464,0.000000,0.001808,0.000000,1.000000,0.990958,0.206946,0.013986,0.010850,0.250000,0.944056,0.871609,0.218801,1,0.600000,0.789699,-0.791579,0.882404,0.573427,0.200723,0.424870
34,Micro bacia da Praia Vermelha,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
34,Micro bacia da Praia Vermelha,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
35,Sub bacia do Rio das Pedras,1/6,I_15min,120.000000,7.042850,74.682875,10.088728,0.000000,0.002128,0.000000,1.000000,0.895745,0.094624,0.022727,0.010638,0.166667,0.931818,0.795745,0.098795,1,0.800000,122.385277,-0.218421,0.000000,0.545455,0.174468,0.226415
35,Sub bacia do Rio das Pedras,1/2,I_30min,76.800000,5.985145,64.126561,6.724226,0.022727,0.002128,0.500000,1.000000,0.887234,0.095445,0.022727,0.010638,0.166667,0.931818,0.855319,0.092551,1,0.700000,146.363438,-0.531053,9.268013,0.500000,0.159574,0.226804
35,Sub bacia do Rio das Pedras,1,I_1h,52.200000,3.800000,41.712038,5.077895,0.022727,0.002128,0.500000,1.000000,0.944681,0.090164,0.022727,0.010638,0.166667,0.931818,0.848936,0.093182,1,0.600000,55.228172,-0.478947,8.311167,0.454545,0.144681,0.227273
35,Sub bacia do Rio das Pedras,2,I_2h,29.300000,2.500000,23.510299,3.503926,0.022727,0.002128,0.500000,1.000000,0.963830,0.088531,0.022727,0.010638,0.166667,0.931818,0.846809,0.093394,1,0.750000,38.500082,-0.478947,6.427004,0.409091,0.114894,0.250000
35,Sub bacia do Rio das Pedras,3,I_3h,20.582602,2.133333,17.885565,3.275201,0.022727,0.002128,0.500000,1.000000,0.942553,0.090349,0.022727,0.010638,0.166667,0.931818,0.759574,0.103015,1,0.800000,35.842446,-0.531053,4.532607,0.454545,0.131915,0.243902
35,Sub bacia do Rio das Pedras,6,I_6h,12.980472,1.133333,9.497799,1.930287,0.022727,0.002128,0.500000,1.000000,0.980851,0.087129,0.022727,0.010638,0.166667,0.931818,0.723404,0.107612,1,0.750000,19.885611,-0.895789,2.845422,0.477273,0.136170,0.247059
35,Sub bacia do Rio das Pedras,8,I_8h,11.193071,0.850000,7.551454,1.454185,0.022727,0.002128,0.500000,1.000000,0.991489,0.086275,0.022727,0.010638,0.166667,0.931818,0.759574,0.103015,1,0.600000,9.364718,-0.218421,2.124327,0.340909,0.065957,0.326087
35,Sub bacia do Rio das Pedras,10,I_10h,9.513312,0.720000,6.394917,1.163348,0.022727,0.002128,0.500000,1.000000,0.991489,0.086275,0.022727,0.010638,0.166667,0.931818,0.789362,0.099515,1,0.750000,13.399652,-1.000000,2.216499,0.454545,0.110638,0.277778
35,Sub bacia do Rio das Pedras,12,I_12h,8.089432,0.833333,5.379608,1.012337,0.022727,0.002128,0.500000,1.000000,0.961702,0.088710,0.022727,0.010638,0.166667,0.931818,0.776596,0.100985,1,0.800000,10.014490,-1.000000,1.881150,0.454545,0.117021,0.266667
35,Sub bacia do Rio das Pedras,24,I_24h,4.848679,0.416667,3.640821,0.548704,0.022727,0.002247,0.500000,1.000000,1.000000,0.089980,0.022727,0.011236,0.166667,0.931818,0.761798,0.107895,1,0.600000,4.611312,-0.270526,0.662720,0.386364,0.089888,0.298246
36,Micro bacia de Copacabana,1/6,I_15min,118.846628,6.792036,92.105836,12.931237,0.000000,0.001873,0.000000,1.000000,0.863296,0.104854,0.037037,0.011236,0.250000,0.944444,0.578652,0.141667,4,0.600000,150.018799,-0.114211,34.146098,0.185185,0.022472,0.454545
36,Micro bacia de Copacabana,1/2,I_30min,116.438205,4.953292,83.199338,9.658642,0.000000,0.001873,0.000000,1.000000,0.910112,0.100000,0.037037,0.011236,0.250000,0.944444,0.631086,0.131443,5,0.950000,5.034330,-0.010000,27.546248,0.462963,0.119850,0.280899
36,Micro bacia de Copacabana,1,I_1h,89.215915,3.995808,53.704902,7.533165,0.000000,0.001873,0.000000,1.000000,0.902622,0.100746,0.037037,0.011236,0.250000,0.944444,0.604869,0.136364,9,0.800000,13.619377,-0.010000,9.256570,0.518519,0.119850,0.304348
36,Micro bacia de Copacabana,2,I_2h,67.338870,3.542563,33.872631,4.877112,0.000000,0.001873,0.000000,1.000000,0.827715,0.108871,0.074074,0.011236,0.400000,0.944444,0.661049,0.126238,4,0.600000,5.344253,-0.062105,9.864398,0.500000,0.104869,0.325301
36,Micro bacia de Copacabana,3,I_3h,49.518572,3.066667,24.608944,3.435171,0.000000,0.001873,0.000000,1.000000,0.779026,0.114894,0.074074,0.011236,0.400000,0.944444,0.713483,0.118056,3,0.850000,3.045916,-0.114211,8.050247,0.574074,0.117978,0.329787
36,Micro bacia de Copacabana,6,I_6h,26.580238,1.629836,14.629382,1.974265,0.000000,0.001873,0.000000,1.000000,0.895131,0.101504,0.111111,0.011236,0.500000,0.944444,0.741573,0.114094,6,0.950000,2.640894,-0.010000,3.580012,0.555556,0.132959,0.297030
36,Micro bacia de Copacabana,8,I_8h,19.935179,1.444853,11.251838,1.630000,0.037037,0.001873,0.666667,1.000000,0.805243,0.111570,0.111111,0.011236,0.500000,0.944444,0.728464,0.115909,10,0.950000,5.446926,-0.062105,3.604595,0.555556,0.138577,0.288462
36,Micro bacia de Copacabana,10,I_10h,16.338177,1.155883,9.103669,1.356000,0.000000,0.001873,0.000000,1.000000,0.825843,0.109091,0.129630,0.011236,0.538462,0.944444,0.728464,0.115909,10,0.900000,3.439880,-0.114211,3.330124,0.537037,0.136704,0.284314
36,Micro bacia de Copacabana,12,I_12h,13.868639,0.963236,7.913053,1.190717,0.000000,0.001873,0.000000,1.000000,0.844569,0.106931,0.129630,0.011236,0.538462,0.944444,0.711610,0.118329,10,0.750000,0.592603,-0.062105,2.581270,0.629630,0.179775,0.261538
36,Micro bacia de Copacabana,24,I_24h,6.934320,0.489536,4.265524,0.604408,0.074074,0.001976,0.800000,1.000000,0.883399,0.107784,0.148148,0.011858,0.571429,0.944444,0.764822,0.116438,9,0.850000,0.341973,-0.010000,1.138105,0.666667,0.239130,0.229299
37,Restinga da Barra,1/6,I_15min,2353.600000,3.575969,77.406215,7.474269,0.000000,0.002740,0.000000,1.000000,0.994521,0.276892,0.014388,0.010959,0.333333,0.949640,0.865753,0.294643,1,0.750000,169.360226,-0.635263,2.118234,0.453237,0.232877,0.425676
37,Restinga da Barra,1/2,I_30min,2226.000000,3.250484,62.848493,6.064397,0.000000,0.002740,0.000000,1.000000,0.989041,0.278000,0.007194,0.010959,0.200000,0.949640,0.865753,0.294643,1,0.850000,117.091530,-1.000000,0.000000,0.517986,0.293151,0.402235
37,Restinga da Barra,1,I_1h,1701.400000,2.615605,43.464500,4.232916,0.000000,0.002740,0.000000,1.000000,0.986301,0.278557,0.007194,0.010959,0.200000,0.949640,0.898630,0.286957,1,0.600000,55.008692,-0.739474,4.769175,0.438849,0.216438,0.435714
37,Restinga da Barra,2,I_2h,1311.500000,1.900000,27.636494,2.859010,0.000000,0.002740,0.000000,1.000000,0.986301,0.278557,0.007194,0.010959,0.200000,0.949640,0.912329,0.283871,1,0.700000,17.593796,-0.531053,0.175267,0.561151,0.298630,0.417112
37,Restinga da Barra,3,I_3h,895.600000,1.666667,21.621692,2.132206,0.000000,0.002740,0.000000,1.000000,0.975342,0.280808,0.007194,0.010959,0.200000,0.949640,0.931507,0.279661,1,0.700000,10.911777,-1.000000,3.280441,0.489209,0.232877,0.444444
37,Restinga da Barra,6,I_6h,447.800000,1.071895,12.736890,1.455905,0.000000,0.002740,0.000000,1.000000,0.975342,0.280808,0.007194,0.010959,0.200000,0.949640,0.912329,0.283871,1,0.950000,5.388146,-0.322632,1.952955,0.453237,0.167123,0.508065
37,Restinga da Barra,8,I_8h,335.850000,0.850000,9.771239,1.196122,0.000000,0.002740,0.000000,1.000000,0.986301,0.278557,0.007194,0.010959,0.200000,0.949640,0.923288,0.281450,1,0.700000,3.801451,-0.478947,1.733971,0.446043,0.167123,0.504065
37,Restinga da Barra,10,I_10h,268.680000,0.680000,7.856286,0.996000,0.000000,0.002740,0.000000,1.000000,0.994521,0.276892,0.007194,0.010959,0.200000,0.949640,0.936986,0.278481,1,0.800000,3.157489,-0.374737,1.380604,0.438849,0.164384,0.504132
37,Restinga da Barra,12,I_12h,223.900000,0.566667,6.789147,0.842557,0.000000,0.002740,0.000000,1.000000,0.997260,0.276342,0.000000,0.010959,0.000000,0.949640,0.931507,0.279661,1,0.850000,2.161955,-0.895789,0.971619,0.611511,0.282192,0.452128
37,Restinga da Barra,24,I_24h,111.950000,0.416667,3.747986,0.475635,0.000000,0.002924,0.000000,1.000000,1.000000,0.287500,0.007246,0.011696,0.200000,0.949275,0.839181,0.313397,1,0.700000,1.235361,-0.531053,0.596907,0.521739,0.198830,0.514286
38,Micro bacia do Rio Muzema,1/6,I_15min,120.800000,8.000000,92.544000,10.640000,0.000000,0.003521,0.000000,1.000000,0.855634,0.028000,0.000000,0.010563,0.000000,0.857143,0.767606,0.026786,1,0.850000,62.223673,-1.000000,16.000000,0.571429,0.228873,0.057971
38,Micro bacia do Rio Muzema,1/2,I_30min,94.400000,6.400000,69.768000,8.080000,0.000000,0.003521,0.000000,1.000000,0.848592,0.028226,0.000000,0.010563,0.000000,0.857143,0.774648,0.026549,1,0.600000,47.240816,-1.000000,11.832653,0.571429,0.228873,0.057971
38,Micro bacia do Rio Muzema,1,I_1h,69.400000,4.200000,49.674000,5.460000,0.000000,0.003521,0.000000,1.000000,0.915493,0.026217,0.000000,0.010563,0.000000,0.857143,0.809859,0.025424,1,0.600000,33.000000,-0.895789,8.339456,0.571429,0.235915,0.056338
38,Micro bacia do Rio Muzema,2,I_2h,43.400000,2.200000,29.872000,2.830000,0.000000,0.003521,0.000000,1.000000,0.982394,0.024476,0.000000,0.010563,0.000000,0.857143,0.911972,0.022642,1,0.600000,24.600000,-0.635263,4.119388,0.571429,0.232394,0.057143
38,Micro bacia do Rio Muzema,3,I_3h,31.000000,1.800000,21.503333,2.140000,0.000000,0.003521,0.000000,1.000000,0.975352,0.024648,0.000000,0.010563,0.000000,0.857143,0.926056,0.022305,1,0.600000,20.577415,-0.739474,2.837188,0.571429,0.235915,0.056338
38,Micro bacia do Rio Muzema,6,I_6h,17.033333,1.200000,11.871333,1.300000,0.000000,0.003521,0.000000,1.000000,0.975352,0.024648,0.000000,0.010563,0.000000,0.857143,0.961268,0.021505,1,0.600000,11.829524,-0.791579,1.515760,0.571429,0.278169,0.048193
38,Micro bacia do Rio Muzema,8,I_8h,13.125000,1.125000,10.541250,1.132500,0.000000,0.003521,0.000000,1.000000,0.961268,0.025000,0.000000,0.010563,0.000000,0.857143,0.954225,0.021661,7,0.850000,6.158265,-0.062105,1.067177,0.571429,0.271127,0.049383
38,Micro bacia do Rio Muzema,10,I_10h,10.860000,0.920000,8.979800,0.962000,0.000000,0.003521,0.000000,1.000000,0.964789,0.024911,0.000000,0.010563,0.000000,0.857143,0.957746,0.021583,1,0.750000,4.365020,-0.114211,1.019388,0.428571,0.161972,0.061224
38,Micro bacia do Rio Muzema,12,I_12h,9.050000,0.800000,7.494500,0.825000,0.000000,0.003521,0.000000,1.000000,0.968310,0.024823,0.000000,0.010563,0.000000,0.857143,0.964789,0.021429,1,0.700000,5.176531,-0.218421,0.998186,0.428571,0.161972,0.061224
38,Micro bacia do Rio Muzema,24,I_24h,4.800000,0.458333,4.018750,0.530833,0.000000,0.003759,0.000000,1.000000,0.913534,0.028000,0.000000,0.011278,0.000000,0.857143,0.789474,0.027778,1,0.600000,4.760714,-0.843684,0.693452,0.714286,0.214286,0.080645
39,Sub bacia de São Conrado,1/6,I_15min,120.440565,4.579289,87.464354,6.613758,0.000000,0.002212,0.000000,1.000000,0.971239,0.114919,0.017544,0.011062,0.166667,0.947368,0.909292,0.116129,9,0.750000,127.795046,-0.166316,14.038543,0.456140,0.238938,0.194030
39,Sub bacia de São Conrado,1/2,I_30min,94.114884,3.600000,69.649658,5.335143,0.000000,0.002212,0.000000,1.000000,0.982301,0.113772,0.000000,0.011062,0.000000,0.947368,0.920354,0.114894,9,0.850000,110.555403,-0.062105,5.986920,0.403509,0.174779,0.225490
39,Sub bacia de São Conrado,1,I_1h,69.400000,2.400000,48.875005,3.761431,0.000000,0.002212,0.000000,1.000000,0.986726,0.113320,0.000000,0.011062,0.000000,0.947368,0.940265,0.112735,10,0.950000,39.182986,-0.010000,0.964011,0.280702,0.084071,0.296296
39,Sub bacia de São Conrado,2,I_2h,43.400000,2.000000,29.829677,2.559518,0.000000,0.002212,0.000000,1.000000,0.980088,0.114000,0.000000,0.011062,0.000000,0.947368,0.953540,0.111340,1,0.600000,18.369294,-0.114211,9.343790,0.192982,0.030973,0.440000
39,Sub bacia de São Conrado,3,I_3h,31.000000,1.800000,21.169096,2.332303,0.000000,0.002212,0.000000,1.000000,0.975664,0.114458,0.070175,0.011062,0.444444,0.947368,0.913717,0.115632,9,0.950000,21.995762,-0.010000,0.400543,0.245614,0.039823,0.437500
39,Sub bacia de São Conrado,6,I_6h,17.947779,1.528987,12.319973,1.537213,0.000000,0.002212,0.000000,1.000000,0.924779,0.120000,0.070175,0.011062,0.444444,0.947368,0.920354,0.114894,9,0.850000,23.178665,-0.062105,2.361072,0.298246,0.070796,0.346939
39,Sub bacia de São Conrado,8,I_8h,14.297241,1.153637,9.824901,1.239936,0.000000,0.002212,0.000000,1.000000,0.940265,0.118257,0.070175,0.011062,0.444444,0.947368,0.918142,0.115139,9,0.850000,17.386359,-0.114211,1.869308,0.456140,0.176991,0.245283
39,Sub bacia de São Conrado,10,I_10h,12.438860,0.940000,8.028325,1.024740,0.000000,0.002212,0.000000,1.000000,0.962389,0.115854,0.070175,0.011062,0.444444,0.947368,0.918142,0.115139,9,0.850000,13.163534,-0.062105,1.668435,0.315789,0.070796,0.360000
39,Sub bacia de São Conrado,12,I_12h,10.782214,0.783333,6.695032,0.853950,0.000000,0.002212,0.000000,1.000000,0.971239,0.114919,0.070175,0.011062,0.444444,0.947368,0.938053,0.112971,9,0.850000,10.845437,-0.062105,1.420911,0.315789,0.075221,0.346154
39,Sub bacia de São Conrado,24,I_24h,6.852398,0.416667,3.959510,0.478566,0.000000,0.002336,0.000000,1.000000,1.000000,0.117526,0.035088,0.011682,0.285714,0.947368,0.899533,0.123007,1,0.950000,2.294115,-0.478947,0.677753,0.508772,0.198598,0.254386
40,Micro bacia do Vidigal,1/6,I_15min,113.600000,24.034607,91.118582,24.126498,0.000000,0.002639,0.000000,1.000000,0.393140,0.013245,0.000000,0.010554,0.000000,0.500000,0.390501,0.006711,0,,,,,,,
40,Micro bacia do Vidigal,1/2,I_30min,95.096179,20.443259,71.728000,20.640231,0.000000,0.002639,0.000000,1.000000,0.340369,0.015267,0.000000,0.010554,0.000000,0.500000,0.340369,0.007692,0,,,,,,,
40,Micro bacia do Vidigal,1,I_1h,67.530786,17.025955,47.748000,17.059954,0.000000,0.002639,0.000000,1.000000,0.258575,0.020000,0.000000,0.010554,0.000000,0.500000,0.255937,0.010204,0,,,,,,,
40,Micro bacia do Vidigal,2,I_2h,46.950805,10.902716,34.007075,10.993417,0.000000,0.002639,0.000000,1.000000,0.216359,0.023810,0.000000,0.010554,0.000000,0.500000,0.211082,0.012346,0,,,,,,,
40,Micro bacia do Vidigal,3,I_3h,37.169014,8.691180,25.916223,8.801378,0.000000,0.002639,0.000000,1.000000,0.182058,0.028169,0.000000,0.010554,0.000000,0.500000,0.179420,0.014493,0,,,,,,,
40,Micro bacia do Vidigal,6,I_6h,21.475671,4.367572,15.881192,4.446076,0.000000,0.002639,0.000000,1.000000,0.213720,0.024096,0.000000,0.010554,0.000000,0.500000,0.205805,0.012658,0,,,,,,,
40,Micro bacia do Vidigal,8,I_8h,17.933099,3.292165,13.342823,3.350219,0.000000,0.002639,0.000000,1.000000,0.229551,0.022472,0.000000,0.010554,0.000000,0.500000,0.221636,0.011765,0,,,,,,,
40,Micro bacia do Vidigal,10,I_10h,15.546479,2.633732,11.066486,2.682154,0.000000,0.002639,0.000000,1.000000,0.234828,0.021978,0.000000,0.010554,0.000000,0.500000,0.224274,0.011628,0,,,,,,,
40,Micro bacia do Vidigal,12,I_12h,13.258283,2.206128,9.222072,2.245912,0.000000,0.002639,0.000000,1.000000,0.240106,0.021505,0.000000,0.010554,0.000000,0.500000,0.234828,0.011111,0,,,,,,,
40,Micro bacia do Vidigal,24,I_24h,7.379825,1.162118,4.664079,1.179200,0.000000,0.002762,0.000000,1.000000,0.279006,0.019417,0.000000,0.011050,0.000000,0.500000,0.267956,0.010204,0,,,,,,,
41,Micro bacia do Rio da Barra,1/6,I_15min,120.800000,21.600000,92.448000,21.960000,0.000000,0.003484,0.000000,1.000000,0.477352,0.028369,0.000000,0.010453,0.000000,0.750000,0.442509,0.023077,3,0.900000,73.763265,-0.374737,23.575510,0.750000,0.184669,0.053571
41,Micro bacia do Rio da Barra,1/2,I_30min,94.400000,16.400000,69.456000,17.000000,0.000000,0.003484,0.000000,1.000000,0.470383,0.028777,0.000000,0.010453,0.000000,0.750000,0.459930,0.022222,3,0.800000,79.513469,-0.739474,19.746939,0.750000,0.174216,0.056604
41,Micro bacia do Rio da Barra,1,I_1h,69.400000,9.200000,49.308000,10.040000,0.000000,0.003484,0.000000,1.000000,0.595819,0.022857,0.000000,0.010453,0.000000,0.750000,0.494774,0.020690,3,0.950000,50.577143,-0.739474,14.693878,0.750000,0.170732,0.057692
41,Micro bacia do Rio da Barra,2,I_2h,43.400000,5.100000,29.824000,5.655000,0.000000,0.003484,0.000000,1.000000,0.609756,0.022346,0.000000,0.010453,0.000000,0.750000,0.526132,0.019481,1,0.900000,40.033878,-0.114211,9.120408,0.250000,0.031359,0.100000
41,Micro bacia do Rio da Barra,3,I_3h,31.000000,3.400000,21.473333,3.770000,0.000000,0.003484,0.000000,1.000000,0.728223,0.018779,0.000000,0.010453,0.000000,0.750000,0.609756,0.016854,1,0.600000,23.910204,-0.166316,8.365533,0.250000,0.024390,0.125000
41,Micro bacia do Rio da Barra,6,I_6h,17.033333,1.733333,11.829333,1.923333,0.000000,0.003484,0.000000,1.000000,0.850174,0.016129,0.000000,0.010453,0.000000,0.750000,0.703833,0.014634,1,0.600000,12.130612,-0.166316,4.593197,0.250000,0.034843,0.090909
41,Micro bacia do Rio da Barra,8,I_8h,13.125000,1.325000,10.507500,1.471250,0.000000,0.003484,0.000000,1.000000,0.874564,0.015686,0.000000,0.010453,0.000000,0.750000,0.731707,0.014085,1,0.600000,9.015816,-0.166316,3.551020,0.250000,0.038328,0.083333
41,Micro bacia do Rio da Barra,10,I_10h,10.860000,1.060000,8.951600,1.204000,0.000000,0.003484,0.000000,1.000000,0.902439,0.015209,0.000000,0.010453,0.000000,0.750000,0.728223,0.014151,3,0.850000,9.831020,-0.687368,1.950476,0.750000,0.222997,0.044776
41,Micro bacia do Rio da Barra,12,I_12h,9.050000,0.883333,7.469000,1.003333,0.000000,0.003484,0.000000,1.000000,0.916376,0.014981,0.000000,0.010453,0.000000,0.750000,0.756098,0.013636,1,0.600000,4.387755,-0.114211,2.577778,0.250000,0.034843,0.090909
41,Micro bacia do Rio da Barra,24,I_24h,4.800000,0.458333,4.015000,0.515833,0.000000,0.003717,0.000000,1.000000,0.914498,0.016000,0.000000,0.011152,0.000000,0.750000,0.806691,0.013636,1,0.600000,4.649490,-0.166316,1.355556,0.250000,0.040892,0.083333
42,Sub bacia de Grumari,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
42,Sub bacia de Grumari,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
43,Micro bacia da Prainha,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,,
44,Micro bacia da Joatinga,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,,
45,Sub bacia dos Rios Acari/Pavuna/Meriti,1/6,I_15min,108.799139,2.400000,71.200000,6.663321,0.005682,0.002208,0.500000,1.000000,1.000000,0.279809,0.045455,0.013245,0.571429,0.948864,0.891832,0.292469,7,0.700000,21.682074,-0.010000,6.390958,0.642045,0.282561,0.468880
45,Sub bacia dos Rios Acari/Pavuna/Meriti,1/2,I_30min,86.799275,2.400000,50.086794,5.178661,0.005682,0.002208,0.500000,1.000000,1.000000,0.279809,0.068182,0.011038,0.705882,0.948864,0.935982,0.282572,7,0.800000,6.233251,-0.583158,18.449839,0.630682,0.275938,0.470339
45,Sub bacia dos Rios Acari/Pavuna/Meriti,1,I_1h,54.999600,2.000000,35.369403,4.099944,0.017045,0.002208,0.750000,1.000000,1.000000,0.279809,0.051136,0.011038,0.642857,0.948864,0.922737,0.285470,5,0.850000,4.568016,-0.426842,13.862515,0.528409,0.174393,0.540698
45,Sub bacia dos Rios Acari/Pavuna/Meriti,2,I_2h,31.399766,1.575364,20.553441,3.082835,0.011364,0.002208,0.666667,1.000000,0.997792,0.280255,0.073864,0.011038,0.722222,0.948864,0.902870,0.289931,9,0.700000,7.453400,-0.010000,1.872226,0.556818,0.209713,0.507772
45,Sub bacia dos Rios Acari/Pavuna/Meriti,3,I_3h,22.750507,1.266667,16.274196,2.525949,0.011364,0.002208,0.666667,1.000000,0.997792,0.280255,0.039773,0.011038,0.583333,0.948864,0.896247,0.291449,6,0.700000,5.180703,-0.322632,5.035498,0.511364,0.185430,0.517241
45,Sub bacia dos Rios Acari/Pavuna/Meriti,6,I_6h,13.292906,0.900000,9.510671,1.566701,0.011364,0.002208,0.666667,1.000000,1.000000,0.279809,0.045455,0.011038,0.615385,0.948864,0.902870,0.289931,3,0.600000,2.467953,-0.010000,1.396223,0.511364,0.189845,0.511364
45,Sub bacia dos Rios Acari/Pavuna/Meriti,8,I_8h,10.056567,0.700000,7.608658,1.247381,0.017045,0.002208,0.750000,1.000000,1.000000,0.279809,0.034091,0.011038,0.545455,0.948864,0.918322,0.286449,10,0.800000,2.877610,-0.010000,0.522038,0.494318,0.176600,0.520958
45,Sub bacia dos Rios Acari/Pavuna/Meriti,10,I_10h,8.045254,0.560000,6.185523,1.038521,0.017045,0.002208,0.750000,1.000000,1.000000,0.279809,0.039773,0.011038,0.583333,0.948864,0.896247,0.291449,9,0.800000,2.329082,-0.010000,0.476992,0.488636,0.178808,0.514970
45,Sub bacia dos Rios Acari/Pavuna/Meriti,12,I_12h,6.704378,0.466667,5.378082,0.866667,0.017045,0.002208,0.750000,1.000000,1.000000,0.279809,0.034091,0.011038,0.545455,0.954545,0.916115,0.288165,10,0.850000,2.037992,-0.010000,0.405339,0.494318,0.189845,0.502890
45,Sub bacia dos Rios Acari/Pavuna/Meriti,24,I_24h,3.755451,0.416667,2.917106,0.450000,0.022989,0.002347,0.800000,1.000000,1.000000,0.290000,0.040230,0.011737,0.583333,0.954023,0.924883,0.296429,9,0.800000,1.120595,-0.166316,0.883586,0.482759,0.178404,0.525000
46,Sub bacia do Rio Irajá/Canal da Penha,1/6,I_15min,143.446044,5.600000,95.003342,8.560000,0.000000,0.001898,0.000000,1.000000,0.939279,0.066038,0.000000,0.011385,0.000000,0.942857,0.779886,0.074324,1,0.900000,248.660164,-0.114211,15.668850,0.257143,0.043643,0.281250
46,Sub bacia do Rio Irajá/Canal da Penha,1/2,I_30min,116.875208,5.200000,72.438903,7.360000,0.000000,0.001898,0.000000,1.000000,0.914611,0.067698,0.000000,0.011385,0.000000,0.942857,0.741935,0.077830,1,0.850000,52.807975,-0.062105,11.726399,0.314286,0.043643,0.323529
46,Sub bacia do Rio Irajá/Canal da Penha,1,I_1h,86.093353,4.000000,53.963848,6.044650,0.000000,0.001898,0.000000,1.000000,0.920304,0.067308,0.000000,0.011385,0.000000,0.942857,0.702087,0.081886,5,0.600000,19.565300,-0.062105,7.366647,0.542857,0.129032,0.218391
