time_step,time_step_col,antecedent_days,a,b,c,POD,FAR,PPV,score,full_POD,full_FAR,full_PPV,shi_cd,shi_nm,season
1/6,I_15min,3,23.798958,-0.218421,23.672295,0.625000,0.366197,0.161290,0.063891,0.588235,0.360000,0.156250,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,4,195.806913,-0.531053,23.672295,0.562500,0.295775,0.176471,0.069905,0.529412,0.293333,0.169811,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,5,153.967140,-0.478947,23.672295,0.562500,0.330986,0.160714,0.060480,0.529412,0.326667,0.155172,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,6,19.150095,-0.166316,23.672295,0.625000,0.421429,0.144928,0.052407,0.588235,0.412162,0.140845,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,7,19.150095,-0.166316,23.672295,0.625000,0.424460,0.144928,0.052132,0.588235,0.414966,0.140845,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,8,19.150095,-0.166316,23.672295,0.625000,0.438849,0.140845,0.049397,0.588235,0.428571,0.136986,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,9,23.798958,-0.166316,20.713258,0.687500,0.474820,0.142857,0.051580,0.647059,0.462585,0.139241,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,10,121.425095,-0.062105,21.896873,0.375000,0.172662,0.200000,0.062050,0.352941,0.176871,0.187500,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,1,26.662611,-0.062105,11.278303,0.500000,0.248227,0.186047,0.069932,0.470588,0.246667,0.177778,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,2,26.662611,-0.062105,11.748232,0.500000,0.290780,0.163265,0.057895,0.470588,0.286667,0.156863,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,3,20.116288,-0.166316,19.737030,0.500000,0.269504,0.173913,0.063521,0.470588,0.266667,0.166667,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,4,154.315903,-0.478947,15.037737,0.625000,0.375887,0.158730,0.061916,0.588235,0.366667,0.153846,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,5,16.843127,-0.114211,19.737030,0.500000,0.297872,0.160000,0.056170,0.470588,0.293333,0.153846,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,6,105.218483,-0.114211,18.327242,0.375000,0.187050,0.187500,0.057161,0.352941,0.189189,0.176471,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,7,98.672160,-0.114211,19.267100,0.375000,0.202899,0.176471,0.052749,0.352941,0.204082,0.166667,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,8,131.403774,-0.062105,16.447525,0.312500,0.152174,0.192308,0.050951,0.294118,0.156463,0.178571,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,9,72.486869,-0.062105,17.387383,0.375000,0.202899,0.176471,0.052749,0.352941,0.204082,0.166667,19,Sub bacia Secundária do Rio Campinho,Verao
1/2,I_30min,10,118.311128,-0.062105,17.857312,0.375000,0.166667,0.206897,0.064655,0.352941,0.170068,0.193548,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,1,19.336003,-0.218421,12.009730,0.500000,0.223022,0.205128,0.079690,0.470588,0.220000,0.195122,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,2,17.232731,-0.218421,14.011352,0.437500,0.201439,0.200000,0.069874,0.411765,0.200000,0.189189,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,3,17.232731,-0.218421,14.011352,0.500000,0.230216,0.200000,0.076978,0.470588,0.226667,0.190476,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,4,19.336003,-0.270526,14.344956,0.500000,0.230216,0.200000,0.076978,0.470588,0.226667,0.190476,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,5,21.439274,-0.114211,13.010541,0.500000,0.251799,0.186047,0.069600,0.470588,0.246667,0.177778,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,6,44.575259,-0.114211,13.010541,0.437500,0.218978,0.189189,0.064645,0.411765,0.216216,0.179487,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,7,13.026188,-0.218421,14.344956,0.500000,0.294118,0.166667,0.058824,0.470588,0.285714,0.160000,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,8,55.091615,-0.062105,12.343334,0.375000,0.183824,0.193548,0.059239,0.352941,0.183673,0.181818,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,9,21.439274,-0.374737,12.676937,0.687500,0.433824,0.157143,0.061167,0.647059,0.414966,0.152778,19,Sub bacia Secundária do Rio Campinho,Verao
1,I_1h,10,34.058902,-0.010000,0.333604,0.375000,0.147059,0.230769,0.073812,0.352941,0.149660,0.214286,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,1,23.925875,-0.062105,7.108885,0.250000,0.068182,0.307692,0.071678,0.235294,0.073333,0.266667,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,2,1.903058,-0.531053,8.401409,0.687500,0.409091,0.169231,0.068750,0.647059,0.373333,0.164179,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,3,3.476117,-0.843684,8.401409,0.687500,0.401515,0.171875,0.070719,0.647059,0.366667,0.166667,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,4,11.341409,-0.322632,8.616830,0.562500,0.287879,0.191489,0.076705,0.529412,0.266667,0.183673,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,5,9.768350,-1.000000,8.401409,0.687500,0.371212,0.183333,0.079253,0.647059,0.340000,0.177419,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,6,9.768350,-0.947895,8.401409,0.687500,0.384615,0.180328,0.076293,0.647059,0.351351,0.174603,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,7,11.341409,-0.062105,8.401409,0.500000,0.248062,0.200000,0.075194,0.470588,0.231293,0.190476,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,8,8.195292,-0.322632,8.616830,0.625000,0.341085,0.185185,0.076263,0.588235,0.312925,0.178571,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,9,9.768350,-0.322632,8.616830,0.625000,0.341085,0.185185,0.076263,0.588235,0.312925,0.178571,19,Sub bacia Secundária do Rio Campinho,Verao
2,I_2h,10,11.341409,-0.062105,8.401409,0.562500,0.271318,0.204545,0.083840,0.529412,0.251701,0.195652,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,1,4.715450,-0.062105,5.970381,0.437500,0.201493,0.205882,0.071924,0.411765,0.193333,0.194444,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,2,1.373863,-1.000000,5.970381,0.687500,0.380597,0.177419,0.075552,0.647059,0.353333,0.171875,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,3,4.715450,-0.947895,5.970381,0.687500,0.350746,0.189655,0.084655,0.647059,0.326667,0.183333,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,4,5.829313,-1.000000,5.970381,0.687500,0.335821,0.196429,0.089694,0.647059,0.313333,0.189655,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,5,6.943176,-0.791579,5.970381,0.687500,0.350746,0.189655,0.084655,0.647059,0.326667,0.183333,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,6,5.829313,-0.687368,5.970381,0.687500,0.356061,0.189655,0.083962,0.647059,0.331081,0.183333,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,7,5.829313,-0.687368,5.970381,0.687500,0.366412,0.186441,0.081212,0.647059,0.340136,0.180328,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,8,5.829313,-0.687368,5.970381,0.687500,0.374046,0.183333,0.078896,0.647059,0.346939,0.177419,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,9,8.057038,-0.062105,6.136225,0.562500,0.259542,0.209302,0.087176,0.529412,0.244898,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
3,I_3h,10,8.057038,-0.062105,6.136225,0.562500,0.259542,0.209302,0.087176,0.529412,0.244898,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,1,21.006310,-0.062105,3.562870,0.187500,0.022727,0.500000,0.091619,0.176471,0.033333,0.375000,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,2,4.935156,-0.062105,4.552556,0.312500,0.098485,0.277778,0.078257,0.294118,0.100000,0.250000,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,3,4.339929,-0.791579,3.068027,0.687500,0.386364,0.177419,0.074849,0.647059,0.353333,0.171875,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,4,4.339929,-0.947895,4.849462,0.500000,0.204545,0.228571,0.090909,0.470588,0.193333,0.216216,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,5,1.959017,-0.062105,4.849462,0.437500,0.166667,0.241379,0.088003,0.411765,0.160000,0.225806,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,6,4.339929,-0.062105,4.750493,0.437500,0.138462,0.280000,0.105538,0.411765,0.135135,0.259259,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,7,4.339929,-0.062105,4.750493,0.437500,0.131783,0.291667,0.110788,0.411765,0.129252,0.269231,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,8,4.935156,-0.062105,4.750493,0.437500,0.155039,0.259259,0.095841,0.411765,0.149660,0.241379,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,9,2.554245,-0.322632,4.651525,0.562500,0.263566,0.209302,0.086702,0.529412,0.244898,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
6,I_6h,10,4.935156,-0.062105,3.661839,0.562500,0.255814,0.214286,0.089701,0.529412,0.238095,0.204545,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,1,12.488591,-0.062105,2.890992,0.200000,0.031250,0.428571,0.083036,0.235294,0.040000,0.400000,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,2,0.597163,-0.010000,3.252366,0.533333,0.296875,0.173913,0.065217,0.529412,0.266667,0.183673,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,3,1.969251,-0.322632,2.240519,0.733333,0.437500,0.164179,0.067724,0.705882,0.386667,0.171429,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,4,1.511888,-0.947895,3.469191,0.533333,0.265625,0.190476,0.074603,0.529412,0.240000,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,5,1.511888,-0.843684,3.541466,0.533333,0.265625,0.190476,0.074603,0.529412,0.240000,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,6,1.511888,-1.000000,3.541466,0.533333,0.269841,0.190476,0.074175,0.529412,0.243243,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,7,3.798701,-0.062105,3.541466,0.400000,0.160000,0.230769,0.077538,0.411765,0.149660,0.241379,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,8,1.511888,-0.426842,3.541466,0.533333,0.264000,0.195122,0.076592,0.529412,0.238095,0.204545,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,9,1.511888,-0.114211,3.541466,0.533333,0.248000,0.205128,0.082270,0.529412,0.224490,0.214286,19,Sub bacia Secundária do Rio Campinho,Verao
8,I_8h,10,1.511888,-0.114211,3.541466,0.533333,0.248000,0.205128,0.082270,0.529412,0.224490,0.214286,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,1,12.985472,-0.062105,2.936218,0.133333,0.007752,0.666667,0.088200,0.176471,0.020000,0.500000,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,2,0.483739,-0.010000,2.636604,0.533333,0.302326,0.170213,0.063335,0.529412,0.273333,0.180000,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,3,2.322229,-0.531053,1.857607,0.666667,0.387597,0.166667,0.068045,0.647059,0.346667,0.174603,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,4,2.322229,-0.478947,1.857607,0.733333,0.410853,0.171875,0.074257,0.705882,0.366667,0.179104,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,5,1.219135,-1.000000,2.876295,0.533333,0.271318,0.186047,0.072303,0.529412,0.246667,0.195652,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,6,1.219135,-1.000000,2.876295,0.533333,0.267717,0.190476,0.074391,0.529412,0.243243,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,7,3.057625,-0.062105,2.816372,0.400000,0.158730,0.230769,0.077656,0.411765,0.149660,0.241379,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,8,1.219135,-0.478947,2.936218,0.533333,0.261905,0.195122,0.076810,0.529412,0.238095,0.204545,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,9,1.219135,-0.114211,2.936218,0.533333,0.238095,0.210526,0.085547,0.529412,0.217687,0.219512,19,Sub bacia Secundária do Rio Campinho,Verao
10,I_10h,10,1.219135,-0.114211,2.936218,0.533333,0.238095,0.210526,0.085547,0.529412,0.217687,0.219512,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,1,12.047560,-0.062105,2.505235,0.133333,0.007692,0.666667,0.088205,0.176471,0.020000,0.500000,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,2,0.406348,-0.010000,2.198472,0.533333,0.307692,0.166667,0.061538,0.529412,0.280000,0.176471,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,3,2.244434,-0.583158,1.533817,0.666667,0.384615,0.166667,0.068376,0.647059,0.346667,0.174603,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,4,1.938086,-0.426842,1.533817,0.733333,0.407692,0.171875,0.074655,0.705882,0.366667,0.179104,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,5,1.019043,-1.000000,2.402981,0.533333,0.269231,0.186047,0.072510,0.529412,0.246667,0.195652,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,6,1.019043,-1.000000,2.402981,0.533333,0.265625,0.190476,0.074603,0.529412,0.243243,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,7,1.019043,-1.000000,2.402981,0.533333,0.267717,0.190476,0.074391,0.529412,0.244898,0.200000,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,8,1.019043,-0.374737,2.402981,0.533333,0.259843,0.195122,0.077025,0.529412,0.238095,0.204545,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,9,0.712695,-0.062105,2.402981,0.533333,0.251969,0.200000,0.079790,0.529412,0.231293,0.209302,19,Sub bacia Secundária do Rio Campinho,Verao
12,I_12h,10,1.325391,-0.114211,2.402981,0.533333,0.251969,0.200000,0.079790,0.529412,0.231293,0.209302,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,1,3.351872,-0.010000,0.096033,0.187500,0.007407,0.750000,0.139583,0.176471,0.020548,0.500000,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,2,0.303242,-0.010000,1.472506,0.437500,0.148148,0.259259,0.096622,0.411765,0.150685,0.241379,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,3,0.303242,-0.010000,1.472506,0.437500,0.148148,0.259259,0.096622,0.411765,0.150685,0.241379,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,4,0.303242,-0.010000,1.472506,0.437500,0.148148,0.259259,0.096622,0.411765,0.150685,0.241379,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,5,0.506484,-0.010000,1.312451,0.437500,0.155556,0.250000,0.092361,0.411765,0.157534,0.233333,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,6,0.303242,-0.010000,1.568539,0.437500,0.127820,0.291667,0.111294,0.411765,0.131944,0.269231,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,7,0.303242,-0.010000,1.568539,0.437500,0.121212,0.304348,0.117013,0.411765,0.125874,0.280000,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,8,0.303242,-0.010000,1.568539,0.437500,0.121212,0.304348,0.117013,0.411765,0.125874,0.280000,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,9,0.303242,-0.010000,1.568539,0.437500,0.121212,0.304348,0.117013,0.411765,0.125874,0.280000,19,Sub bacia Secundária do Rio Campinho,Verao
24,I_24h,10,0.303242,-0.010000,1.568539,0.437500,0.121212,0.304348,0.117013,0.411765,0.125874,0.280000,19,Sub bacia Secundária do Rio Campinho,Verao
1/6,I_15min,1,49.133686,-0.687368,18.830420,0.750000,0.213115,0.315789,0.186368,0.666667,0.141509,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,2,59.711042,-0.010000,37.983832,0.142857,0.000000,1.000000,0.142857,0.125000,0.019048,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,3,59.711042,-0.010000,40.461038,0.142857,0.000000,1.000000,0.142857,0.125000,0.019417,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,4,59.711042,-0.010000,40.461038,0.142857,0.000000,1.000000,0.142857,0.125000,0.019417,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,5,96.731786,-0.062105,10.734561,0.714286,0.152542,0.357143,0.216188,0.625000,0.106796,0.312500,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,6,96.731786,-0.062105,10.734561,0.714286,0.152542,0.357143,0.216188,0.625000,0.107843,0.312500,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,7,107.309142,-0.062105,9.083090,0.714286,0.186441,0.312500,0.181598,0.625000,0.127451,0.277778,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,8,197.216665,-0.114211,18.991916,0.714286,0.220339,0.277778,0.154695,0.625000,0.147059,0.250000,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,9,197.216665,-0.114211,18.166180,0.714286,0.237288,0.263158,0.143367,0.625000,0.156863,0.238095,19,Sub bacia Secundária do Rio Campinho,Outono
1/6,I_15min,10,197.216665,-0.114211,18.991916,0.714286,0.237288,0.263158,0.143367,0.625000,0.156863,0.238095,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,1,26.217299,-1.000000,17.808770,0.750000,0.155844,0.333333,0.211039,0.666667,0.132075,0.300000,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,2,26.217299,-1.000000,18.883767,0.714286,0.184211,0.263158,0.153344,0.625000,0.152381,0.238095,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,3,30.403910,-0.374737,18.883767,0.714286,0.186667,0.263158,0.152882,0.625000,0.155340,0.238095,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,4,9.470855,-0.270526,18.883767,0.857143,0.306667,0.206897,0.122956,0.750000,0.242718,0.193548,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,5,143.442406,-0.166316,18.232602,0.714286,0.120000,0.357143,0.224490,0.625000,0.106796,0.312500,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,6,164.375461,-0.166316,18.232602,0.714286,0.135135,0.333333,0.205920,0.625000,0.117647,0.294118,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,7,164.375461,-0.166316,18.232602,0.714286,0.148649,0.312500,0.190034,0.625000,0.127451,0.277778,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,8,164.375461,-0.166316,18.232602,0.714286,0.175676,0.277778,0.163556,0.625000,0.147059,0.250000,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,9,164.375461,-0.166316,18.232602,0.714286,0.175676,0.277778,0.163556,0.625000,0.147059,0.250000,19,Sub bacia Secundária do Rio Campinho,Outono
1/2,I_30min,10,164.375461,-0.166316,18.232602,0.714286,0.175676,0.277778,0.163556,0.625000,0.147059,0.250000,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,1,24.434053,-0.010000,24.707864,0.250000,0.000000,1.000000,0.250000,0.222222,0.018868,0.500000,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,2,20.626496,-0.062105,12.583245,0.571429,0.097561,0.333333,0.171893,0.500000,0.095238,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,3,20.626496,-0.062105,12.583245,0.571429,0.098765,0.333333,0.171664,0.500000,0.097087,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,4,20.626496,-0.062105,12.583245,0.571429,0.111111,0.307692,0.156288,0.500000,0.106796,0.266667,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,5,96.563547,-0.270526,13.049292,0.714286,0.135802,0.312500,0.192901,0.625000,0.126214,0.277778,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,6,96.563547,-0.270526,13.049292,0.714286,0.137500,0.312500,0.192522,0.625000,0.127451,0.277778,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,7,53.642605,-0.114211,13.981384,0.571429,0.100000,0.333333,0.171429,0.500000,0.098039,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,8,47.039383,-0.062105,11.651153,0.571429,0.100000,0.333333,0.171429,0.500000,0.098039,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,9,50.340994,-0.062105,11.651153,0.571429,0.112500,0.307692,0.156044,0.500000,0.107843,0.266667,19,Sub bacia Secundária do Rio Campinho,Outono
1,I_1h,10,122.976434,-0.270526,13.049292,0.714286,0.175000,0.263158,0.155075,0.625000,0.156863,0.238095,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,1,10.912915,-0.322632,10.370859,0.625000,0.095238,0.384615,0.217491,0.555556,0.094340,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,2,29.745438,-0.166316,9.828424,0.428571,0.048193,0.428571,0.174822,0.375000,0.057143,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,3,29.745438,-0.166316,9.828424,0.428571,0.048780,0.428571,0.174714,0.375000,0.058252,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,4,8.820412,-0.114211,9.828424,0.571429,0.109756,0.307692,0.156526,0.500000,0.106796,0.266667,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,5,29.745438,-0.114211,9.828424,0.571429,0.060976,0.444444,0.238482,0.500000,0.067961,0.363636,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,6,29.745438,-0.114211,9.828424,0.571429,0.061728,0.444444,0.238291,0.500000,0.068627,0.363636,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,7,40.207951,-0.114211,10.126255,0.571429,0.061728,0.444444,0.238291,0.500000,0.068627,0.363636,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,8,44.392956,-0.114211,10.126255,0.571429,0.074074,0.400000,0.211640,0.500000,0.078431,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,9,46.485459,-0.114211,10.126255,0.571429,0.074074,0.400000,0.211640,0.500000,0.078431,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
2,I_2h,10,48.577961,-0.114211,10.126255,0.571429,0.086420,0.363636,0.189835,0.500000,0.088235,0.307692,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,1,8.439505,-0.114211,6.752386,0.625000,0.089888,0.384615,0.218777,0.555556,0.094340,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,2,6.819329,-0.062105,6.460847,0.571429,0.090909,0.333333,0.173160,0.500000,0.095238,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,3,6.819329,-0.062105,6.460847,0.571429,0.091954,0.333333,0.172961,0.500000,0.097087,0.285714,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,4,6.819329,-0.062105,6.460847,0.571429,0.103448,0.307692,0.157635,0.500000,0.106796,0.266667,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,5,42.463187,-0.374737,6.460847,0.714286,0.126437,0.312500,0.194992,0.625000,0.126214,0.277778,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,6,42.463187,-0.374737,6.460847,0.714286,0.127907,0.312500,0.194664,0.625000,0.127451,0.277778,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,7,27.881609,-0.114211,6.922336,0.571429,0.081395,0.363636,0.190879,0.500000,0.088235,0.307692,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,8,16.540382,-0.114211,9.922015,0.428571,0.046512,0.428571,0.175131,0.375000,0.058824,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,9,16.540382,-0.114211,9.922015,0.428571,0.046512,0.428571,0.175131,0.375000,0.058824,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
3,I_3h,10,34.362311,-0.114211,9.922015,0.428571,0.046512,0.428571,0.175131,0.375000,0.058824,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,1,2.149854,-0.166316,7.407486,0.500000,0.053763,0.444444,0.210275,0.444444,0.066038,0.363636,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,2,5.946053,-0.062105,3.589221,0.571429,0.097826,0.307692,0.158624,0.500000,0.104762,0.266667,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,3,3.098903,-0.062105,6.626254,0.428571,0.054945,0.375000,0.151884,0.375000,0.067961,0.300000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,4,3.098903,-0.062105,6.626254,0.428571,0.054945,0.375000,0.151884,0.375000,0.067961,0.300000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,5,10.691302,-0.322632,6.764301,0.428571,0.032967,0.500000,0.207221,0.375000,0.048544,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,6,10.691302,-0.270526,6.626254,0.428571,0.033333,0.500000,0.207143,0.375000,0.049020,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,7,10.691302,-0.270526,6.626254,0.428571,0.033333,0.500000,0.207143,0.375000,0.049020,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,8,10.691302,-0.270526,6.626254,0.428571,0.033333,0.500000,0.207143,0.375000,0.049020,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,9,10.691302,-0.218421,6.488207,0.428571,0.033333,0.500000,0.207143,0.375000,0.049020,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
6,I_6h,10,10.691302,-0.114211,6.764301,0.428571,0.033333,0.500000,0.207143,0.375000,0.049020,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
8,I_8h,1,0.995325,-1.000000,5.971493,0.500000,0.066667,0.444444,0.207407,0.444444,0.066038,0.363636,19,Sub bacia Secundária do Rio Campinho,Outono
8,I_8h,2,1.779498,-0.010000,5.125878,0.428571,0.054054,0.428571,0.173745,0.375000,0.057143,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
8,I_8h,3,1.779498,-0.010000,5.125878,0.428571,0.054795,0.428571,0.173609,0.375000,0.058252,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
8,I_8h,4,1.779498,-0.010000,5.125878,0.428571,0.054795,0.428571,0.173609,0.375000,0.058252,0.333333,19,Sub bacia Secundária do Rio Campinho,Outono
8,I_8h,5,11.973752,-0.166316,5.125878,0.428571,0.041096,0.500000,0.205479,0.375000,0.048544,0.375000,19,Sub bacia Secundária do Rio Campinho,Outono
