shi_cd,date,shi_nm,I_15min,I_30min,I_1h,I_2h,I_3h,I_6h,I_8h,I_10h,I_12h,I_24h,daily_total_mm
48,2015-05-08,Sub bacia do Rio Ramos,38.4,20.0,10.2,5.1,3.4,1.7,1.275,1.02,0.85,0.425,10.2
48,2015-05-11,Sub bacia do Rio Ramos,26.4,13.6,7.3999999999999995,7.0,4.8,2.4,1.8,1.44,1.2,0.6333333333333333,15.200000000000001
48,2015-06-15,Sub bacia do Rio Ramos,11.2,7.199999999999999,4.0,3.1,2.466666666666667,2.1666666666666665,2.15,1.78,1.5,0.75,18.0
48,2015-06-16,Sub bacia do Rio Ramos,7.2,5.6,3.6,1.9000000000000001,1.3333333333333333,1.0333333333333332,0.85,0.7,0.6166666666666667,0.44166666666666665,10.600000000000001
48,2015-06-19,Sub bacia do Rio Ramos,17.190353509378433,13.509209162084902,8.873494198674756,5.160112611479536,3.58119691170041,2.823167171556386,2.415224545979214,2.0984903492317444,2.043100721839233,1.410902663475127,33.86166392340305
48,2015-06-24,Sub bacia do Rio Ramos,34.46241706519841,30.647288709214607,23.308515998623506,16.546574843740906,12.928607821549269,7.8644228883535865,6.059871644016202,4.903287421870452,4.1040200441538515,2.0827823035533095,49.986775285279414
48,2015-07-04,Sub bacia do Rio Ramos,4.8,4.8,4.0,3.1,3.1333333333333333,2.033333333333333,1.55,1.24,1.0333333333333334,0.5166666666666667,12.4
48,2015-09-11,Sub bacia do Rio Ramos,13.782659693725018,12.140460362393704,7.254055655619478,4.320953889486765,3.089089877706163,1.64200988560278,1.2315074142020852,0.985205931361668,0.82100494280139,0.772369617818008,18.536870827632193
48,2015-09-12,Sub bacia do Rio Ramos,4.840606138572595,4.798003657997201,3.9736739397794767,2.6817951674939957,2.2359472689217506,1.3785607019835966,1.0367121985145633,0.8659216335255633,0.7825211524611568,0.6308997663791014,15.141594393098435
48,2015-09-13,Sub bacia do Rio Ramos,8.670196216271023,7.447896804981926,5.705709605059127,4.511284457881401,3.8508694130132177,2.338115633579087,1.9483904321032952,1.7247964734833592,1.631075942360496,0.8751290169909038,21.003096407781698
48,2015-09-27,Sub bacia do Rio Ramos,44.49552923906083,25.293625597797615,13.523644354607303,7.107921110728751,4.753980384960867,2.3769901924804335,1.7827426443603251,1.4261941154882603,1.1884950962402168,0.5942475481201084,14.261941154882601
48,2015-10-04,Sub bacia do Rio Ramos,5.6,4.4,3.1999999999999997,2.0,1.8,1.0333333333333334,1.1500000000000001,1.02,0.8500000000000001,0.45,10.8
48,2015-10-18,Sub bacia do Rio Ramos,3.2,2.4000000000000004,1.6,1.4000000000000001,1.0,0.9333333333333332,0.9249999999999999,0.8800000000000001,0.7333333333333334,,10.2
48,2015-11-02,Sub bacia do Rio Ramos,7.313561328299941,6.491261917010845,6.058810971078601,5.402013324465714,4.135685042287153,2.2113160674781143,1.6584870506085858,1.3267896404868689,1.1056580337390571,0.6425845794506412,15.422029906815393
48,2015-11-04,Sub bacia do Rio Ramos,36.0,23.2,16.6,10.5,7.133333333333333,3.5666666666666664,2.675,2.1399999999999997,1.7833333333333332,0.8999999999999999,21.6
48,2015-11-06,Sub bacia do Rio Ramos,29.6,22.4,11.8,6.500000000000001,5.266666666666667,2.733333333333333,2.05,1.64,1.3666666666666665,0.6833333333333332,16.4
48,2015-11-07,Sub bacia do Rio Ramos,8.8,7.2,5.999999999999999,3.6,3.2000000000000006,1.9666666666666668,1.475,1.1800000000000002,0.9833333333333334,0.525,12.6
48,2015-11-08,Sub bacia do Rio Ramos,8.0,8.0,6.8,4.6,3.0666666666666664,1.5999999999999999,1.2,0.96,0.7999999999999999,0.42500000000000004,10.2
48,2015-11-21,Sub bacia do Rio Ramos,22.883433407205786,17.112034290105548,11.841716703602891,6.260411994209193,4.175805420717669,2.0904663723667443,1.5686738134918863,1.4136205960465842,1.2604349031312332,0.6471587963045594,15.531811111309425
