duracao_h,intensidade_max_mm_h,id_estacao,id_evento_chuva,start_time,end_time,classificacao
0.25,4.8,19,19_1538083800,2018-09-27 21:30:00,2018-09-27 21:45:00,ESA
0.25,4.0,19,19_1538185500,2018-09-29 01:45:00,2018-09-29 02:00:00,ESA
0.25,14.4,19,19_1538698500,2018-10-05 00:15:00,2018-10-05 01:45:00,ESA
0.5,9.6,19,19_1538698500,2018-10-05 00:15:00,2018-10-05 01:45:00,ESA
1.0,6.4,19,19_1538698500,2018-10-05 00:15:00,2018-10-05 01:45:00,ESA
0.25,6.4,19,19_1538709300,2018-10-05 03:15:00,2018-10-05 03:30:00,ESA
0.25,4.8,19,19_1538724600,2018-10-05 07:30:00,2018-10-05 07:45:00,ESA
0.25,14.4,19,19_1538847900,2018-10-06 17:45:00,2018-10-06 20:30:00,ESA
0.5,11.600000000000001,19,19_1538847900,2018-10-06 17:45:00,2018-10-06 20:30:00,ESA
1.0,9.0,19,19_1538847900,2018-10-06 17:45:00,2018-10-06 20:30:00,ESA
2.0,6.8999999999999995,19,19_1538847900,2018-10-06 17:45:00,2018-10-06 20:30:00,ESA
0.25,6.4,19,19_1539076500,2018-10-09 09:15:00,2018-10-09 09:30:00,ESA
0.25,10.4,19,19_1539292500,2018-10-11 21:15:00,2018-10-11 21:30:00,ESA
0.25,15.2,19,19_1539458100,2018-10-13 19:15:00,2018-10-13 21:15:00,ESA
0.5,12.0,19,19_1539458100,2018-10-13 19:15:00,2018-10-13 21:15:00,ESA
1.0,11.2,19,19_1539458100,2018-10-13 19:15:00,2018-10-13 21:15:00,ESA
2.0,7.5,19,19_1539458100,2018-10-13 19:15:00,2018-10-13 21:15:00,ESA
0.25,6.4,19,19_1539980100,2018-10-19 20:15:00,2018-10-19 20:30:00,ESA
0.25,4.0,19,19_1540446300,2018-10-25 05:45:00,2018-10-25 06:15:00,ESA
0.5,4.0,19,19_1540446300,2018-10-25 05:45:00,2018-10-25 06:15:00,ESA
0.25,31.2,19,19_1541630700,2018-11-07 22:45:00,2018-11-08 01:30:00,ESA
0.5,20.0,19,19_1541630700,2018-11-07 22:45:00,2018-11-08 01:30:00,ESA
1.0,12.399999999999999,19,19_1541630700,2018-11-07 22:45:00,2018-11-08 01:30:00,ESA
2.0,11.0,19,19_1541630700,2018-11-07 22:45:00,2018-11-08 01:30:00,ESA
0.25,8.0,19,19_1541646000,2018-11-08 03:00:00,2018-11-08 03:15:00,ESA
0.25,4.0,19,19_1541689200,2018-11-08 15:00:00,2018-11-08 15:15:00,ESA
0.25,8.8,19,19_1542636900,2018-11-19 14:15:00,2018-11-19 19:30:00,ESA
0.5,7.2,19,19_1542636900,2018-11-19 14:15:00,2018-11-19 19:30:00,ESA
1.0,7.2,19,19_1542636900,2018-11-19 14:15:00,2018-11-19 19:30:00,ESA
2.0,6.0,19,19_1542636900,2018-11-19 14:15:00,2018-11-19 19:30:00,ESA
3.0,5.066666666666667,19,19_1542636900,2018-11-19 14:15:00,2018-11-19 19:30:00,ESA
0.25,8.8,19,19_1542687300,2018-11-20 04:15:00,2018-11-20 05:00:00,ESA
0.5,7.2,19,19_1542687300,2018-11-20 04:15:00,2018-11-20 05:00:00,ESA
0.25,4.8,19,19_1542716100,2018-11-20 12:15:00,2018-11-20 13:00:00,ESA
0.5,4.4,19,19_1542716100,2018-11-20 12:15:00,2018-11-20 13:00:00,ESA
0.25,9.6,19,19_1542728700,2018-11-20 15:45:00,2018-11-20 16:00:00,ESA
0.25,4.0,19,19_1542736800,2018-11-20 18:00:00,2018-11-20 18:15:00,ESA
0.25,43.2,19,19_1543190400,2018-11-26 00:00:00,2018-11-26 01:15:00,ESA
0.5,38.400000000000006,19,19_1543190400,2018-11-26 00:00:00,2018-11-26 01:15:00,ESA
1.0,27.200000000000003,19,19_1543190400,2018-11-26 00:00:00,2018-11-26 01:15:00,ESA
0.25,15.2,19,19_1543212000,2018-11-26 06:00:00,2018-11-26 08:45:00,ESA
0.5,12.0,19,19_1543212000,2018-11-26 06:00:00,2018-11-26 08:45:00,ESA
1.0,10.2,19,19_1543212000,2018-11-26 06:00:00,2018-11-26 08:45:00,ESA
2.0,7.1,19,19_1543212000,2018-11-26 06:00:00,2018-11-26 08:45:00,ESA
0.25,12.0,19,19_1543225500,2018-11-26 09:45:00,2018-11-26 11:45:00,ESA
0.5,6.4,19,19_1543225500,2018-11-26 09:45:00,2018-11-26 11:45:00,ESA
1.0,5.0,19,19_1543225500,2018-11-26 09:45:00,2018-11-26 11:45:00,ESA
2.0,4.2,19,19_1543225500,2018-11-26 09:45:00,2018-11-26 11:45:00,ESA
0.25,7.2,19,19_1544187600,2018-12-07 13:00:00,2018-12-07 13:15:00,ESA
0.25,17.6,19,19_1544193000,2018-12-07 14:30:00,2018-12-07 15:00:00,ESA
0.5,14.4,19,19_1544193000,2018-12-07 14:30:00,2018-12-07 15:00:00,ESA
0.25,4.8,19,19_1544206500,2018-12-07 18:15:00,2018-12-07 18:30:00,ESA
0.25,5.6,19,19_1544221800,2018-12-07 22:30:00,2018-12-07 22:45:00,ESA
0.25,4.8,19,19_1544228100,2018-12-08 00:15:00,2018-12-08 00:30:00,ESA
0.25,11.2,19,19_1544235300,2018-12-08 02:15:00,2018-12-08 05:30:00,ESA
0.5,7.6,19,19_1544235300,2018-12-08 02:15:00,2018-12-08 05:30:00,ESA
1.0,6.4,19,19_1544235300,2018-12-08 02:15:00,2018-12-08 05:30:00,ESA
2.0,5.8,19,19_1544235300,2018-12-08 02:15:00,2018-12-08 05:30:00,ESA
3.0,4.466666666666667,19,19_1544235300,2018-12-08 02:15:00,2018-12-08 05:30:00,ESA
0.25,10.4,19,19_1544250600,2018-12-08 06:30:00,2018-12-08 08:00:00,ESA
0.5,7.2,19,19_1544250600,2018-12-08 06:30:00,2018-12-08 08:00:00,ESA
1.0,4.6,19,19_1544250600,2018-12-08 06:30:00,2018-12-08 08:00:00,ESA
0.25,48.0,19,19_1545653700,2018-12-24 12:15:00,2018-12-24 13:45:00,ESA
0.5,39.6,19,19_1545653700,2018-12-24 12:15:00,2018-12-24 13:45:00,ESA
1.0,33.4,19,19_1545653700,2018-12-24 12:15:00,2018-12-24 13:45:00,ESA
0.25,28.8,19,19_1545739200,2018-12-25 12:00:00,2018-12-25 13:15:00,ESA
0.5,21.200000000000003,19,19_1545739200,2018-12-25 12:00:00,2018-12-25 13:15:00,ESA
1.0,17.6,19,19_1545739200,2018-12-25 12:00:00,2018-12-25 13:15:00,ESA
0.25,19.2,19,19_1546646400,2019-01-05 00:00:00,2019-01-05 01:00:00,ESA
0.5,10.0,19,19_1546646400,2019-01-05 00:00:00,2019-01-05 01:00:00,ESA
1.0,6.6,19,19_1546646400,2019-01-05 00:00:00,2019-01-05 01:00:00,ESA
0.25,36.8,19,19_1548437400,2019-01-25 17:30:00,2019-01-25 18:45:00,ESA
0.5,30.4,19,19_1548437400,2019-01-25 17:30:00,2019-01-25 18:45:00,ESA
1.0,23.4,19,19_1548437400,2019-01-25 17:30:00,2019-01-25 18:45:00,ESA
0.25,4.0,19,19_1548445500,2019-01-25 19:45:00,2019-01-25 20:30:00,ESA
0.5,3.2,19,19_1548445500,2019-01-25 19:45:00,2019-01-25 20:30:00,ESA
0.25,4.0,19,19_1549246500,2019-02-04 02:15:00,2019-02-04 02:30:00,ESA
0.25,16.0,19,19_1549293300,2019-02-04 15:15:00,2019-02-04 15:30:00,ESA
0.25,7.2,19,19_1549298700,2019-02-04 16:45:00,2019-02-04 17:00:00,ESA
0.25,9.6,19,19_1549307700,2019-02-04 19:15:00,2019-02-04 19:45:00,ESA
0.5,8.4,19,19_1549307700,2019-02-04 19:15:00,2019-02-04 19:45:00,ESA
0.25,81.6,19,19_1549314000,2019-02-04 21:00:00,2019-02-05 00:30:00,ESA
0.5,63.599999999999994,19,19_1549314000,2019-02-04 21:00:00,2019-02-05 00:30:00,ESA
1.0,44.599999999999994,19,19_1549314000,2019-02-04 21:00:00,2019-02-05 00:30:00,ESA
2.0,28.1,19,19_1549314000,2019-02-04 21:00:00,2019-02-05 00:30:00,ESA
3.0,20.2,19,19_1549314000,2019-02-04 21:00:00,2019-02-05 00:30:00,ESA
0.25,7.2,19,19_1549340100,2019-02-05 04:15:00,2019-02-05 06:30:00,ESA
0.5,6.4,19,19_1549340100,2019-02-05 04:15:00,2019-02-05 06:30:00,ESA
1.0,5.6000000000000005,19,19_1549340100,2019-02-05 04:15:00,2019-02-05 06:30:00,ESA
2.0,4.9,19,19_1549340100,2019-02-05 04:15:00,2019-02-05 06:30:00,ESA
0.25,13.6,19,19_1549357200,2019-02-05 09:00:00,2019-02-05 09:15:00,ESA
0.25,152.0,19,19_1549484100,2019-02-06 20:15:00,2019-02-06 23:30:00,ESA
0.5,114.0,19,19_1549484100,2019-02-06 20:15:00,2019-02-06 23:30:00,ESA
1.0,71.8,19,19_1549484100,2019-02-06 20:15:00,2019-02-06 23:30:00,ESA
2.0,45.6,19,19_1549484100,2019-02-06 20:15:00,2019-02-06 23:30:00,ESA
3.0,36.6,19,19_1549484100,2019-02-06 20:15:00,2019-02-06 23:30:00,ESA
0.25,32.0,19,19_1550007900,2019-02-12 21:45:00,2019-02-12 22:15:00,ESA
0.5,18.0,19,19_1550007900,2019-02-12 21:45:00,2019-02-12 22:15:00,ESA
0.25,20.0,19,19_1550028600,2019-02-13 03:30:00,2019-02-13 06:15:00,ESA
0.5,18.4,19,19_1550028600,2019-02-13 03:30:00,2019-02-13 06:15:00,ESA
1.0,14.8,19,19_1550028600,2019-02-13 03:30:00,2019-02-13 06:15:00,ESA
2.0,11.7,19,19_1550028600,2019-02-13 03:30:00,2019-02-13 06:15:00,ESA
0.25,28.8,19,19_1550430900,2019-02-17 19:15:00,2019-02-17 21:15:00,ESA
0.5,19.6,19,19_1550430900,2019-02-17 19:15:00,2019-02-17 21:15:00,ESA
1.0,12.6,19,19_1550430900,2019-02-17 19:15:00,2019-02-17 21:15:00,ESA
2.0,11.2,19,19_1550430900,2019-02-17 19:15:00,2019-02-17 21:15:00,ESA
0.25,24.8,19,19_1551118500,2019-02-25 18:15:00,2019-02-25 18:30:00,ESA
0.25,5.6,19,19_1551159000,2019-02-26 05:30:00,2019-02-26 05:45:00,ESA
0.25,25.6,19,19_1551209400,2019-02-26 19:30:00,2019-02-26 20:15:00,ESA
0.5,14.8,19,19_1551209400,2019-02-26 19:30:00,2019-02-26 20:15:00,ESA
0.25,4.0,19,19_1551393000,2019-02-28 22:30:00,2019-02-28 22:45:00,ESA
0.25,124.8,19,19_1551471300,2019-03-01 20:15:00,2019-03-02 01:45:00,EA
0.5,96.0,19,19_1551471300,2019-03-01 20:15:00,2019-03-02 01:45:00,EA
1.0,58.4,19,19_1551471300,2019-03-01 20:15:00,2019-03-02 01:45:00,EA
2.0,31.0,19,19_1551471300,2019-03-01 20:15:00,2019-03-02 01:45:00,EA
3.0,23.46666666666667,19,19_1551471300,2019-03-01 20:15:00,2019-03-02 01:45:00,EA
0.25,32.0,19,19_1551634200,2019-03-03 17:30:00,2019-03-03 20:00:00,ESA
0.5,24.4,19,19_1551634200,2019-03-03 17:30:00,2019-03-03 20:00:00,ESA
1.0,20.200000000000003,19,19_1551634200,2019-03-03 17:30:00,2019-03-03 20:00:00,ESA
2.0,14.8,19,19_1551634200,2019-03-03 17:30:00,2019-03-03 20:00:00,ESA
0.25,7.2,19,19_1552278600,2019-03-11 04:30:00,2019-03-11 04:45:00,ESA
0.25,7.2,19,19_1552351500,2019-03-12 00:45:00,2019-03-12 01:00:00,ESA
0.25,4.8,19,19_1552543200,2019-03-14 06:00:00,2019-03-14 06:15:00,ESA
0.25,9.6,19,19_1552674600,2019-03-15 18:30:00,2019-03-15 19:00:00,ESA
0.5,8.0,19,19_1552674600,2019-03-15 18:30:00,2019-03-15 19:00:00,ESA
0.25,7.2,19,19_1552772700,2019-03-16 21:45:00,2019-03-16 22:00:00,ESA
0.25,16.8,19,19_1552777200,2019-03-16 23:00:00,2019-03-17 00:00:00,ESA
0.5,10.4,19,19_1552777200,2019-03-16 23:00:00,2019-03-17 00:00:00,ESA
1.0,7.2,19,19_1552777200,2019-03-16 23:00:00,2019-03-17 00:00:00,ESA
0.25,36.0,19,19_1553032800,2019-03-19 22:00:00,2019-03-19 23:00:00,ESA
0.5,24.799999999999997,19,19_1553032800,2019-03-19 22:00:00,2019-03-19 23:00:00,ESA
1.0,19.2,19,19_1553032800,2019-03-19 22:00:00,2019-03-19 23:00:00,ESA
0.25,10.4,19,19_1553041800,2019-03-20 00:30:00,2019-03-20 03:00:00,ESA
0.5,8.0,19,19_1553041800,2019-03-20 00:30:00,2019-03-20 03:00:00,ESA
1.0,5.8,19,19_1553041800,2019-03-20 00:30:00,2019-03-20 03:00:00,ESA
2.0,4.2,19,19_1553041800,2019-03-20 00:30:00,2019-03-20 03:00:00,ESA
0.25,24.0,19,19_1553066100,2019-03-20 07:15:00,2019-03-20 08:00:00,ESA
0.5,18.4,19,19_1553066100,2019-03-20 07:15:00,2019-03-20 08:00:00,ESA
0.25,8.8,19,19_1553108400,2019-03-20 19:00:00,2019-03-20 19:15:00,ESA
0.25,22.4,19,19_1553122800,2019-03-20 23:00:00,2019-03-20 23:30:00,ESA
0.5,16.4,19,19_1553122800,2019-03-20 23:00:00,2019-03-20 23:30:00,ESA
0.25,8.0,19,19_1553141700,2019-03-21 04:15:00,2019-03-21 05:45:00,ESA
0.5,4.0,19,19_1553141700,2019-03-21 04:15:00,2019-03-21 05:45:00,ESA
1.0,3.2,19,19_1553141700,2019-03-21 04:15:00,2019-03-21 05:45:00,ESA
0.25,31.2,19,19_1553181300,2019-03-21 15:15:00,2019-03-21 17:30:00,ESA
0.5,30.0,19,19_1553181300,2019-03-21 15:15:00,2019-03-21 17:30:00,ESA
1.0,24.0,19,19_1553181300,2019-03-21 15:15:00,2019-03-21 17:30:00,ESA
2.0,15.8,19,19_1553181300,2019-03-21 15:15:00,2019-03-21 17:30:00,ESA
0.25,17.6,19,19_1553195700,2019-03-21 19:15:00,2019-03-21 20:00:00,ESA
0.5,17.200000000000003,19,19_1553195700,2019-03-21 19:15:00,2019-03-21 20:00:00,ESA
0.25,9.6,19,19_1553738400,2019-03-28 02:00:00,2019-03-28 02:45:00,ESA
0.5,6.4,19,19_1553738400,2019-03-28 02:00:00,2019-03-28 02:45:00,ESA
0.25,8.0,19,19_1553839200,2019-03-29 06:00:00,2019-03-29 06:30:00,ESA
0.5,6.8,19,19_1553839200,2019-03-29 06:00:00,2019-03-29 06:30:00,ESA
0.25,36.0,19,19_1554745500,2019-04-08 17:45:00,2019-04-08 18:30:00,ESA
0.5,21.6,19,19_1554745500,2019-04-08 17:45:00,2019-04-08 18:30:00,ESA
0.25,125.6,19,19_1554751800,2019-04-08 19:30:00,2019-04-09 01:45:00,ESA
0.5,100.39999999999999,19,19_1554751800,2019-04-08 19:30:00,2019-04-09 01:45:00,ESA
1.0,80.2,19,19_1554751800,2019-04-08 19:30:00,2019-04-09 01:45:00,ESA
2.0,69.4,19,19_1554751800,2019-04-08 19:30:00,2019-04-09 01:45:00,ESA
3.0,53.13333333333333,19,19_1554751800,2019-04-08 19:30:00,2019-04-09 01:45:00,ESA
0.25,44.0,19,19_1554786000,2019-04-09 05:00:00,2019-04-09 08:15:00,ESA
0.5,36.8,19,19_1554786000,2019-04-09 05:00:00,2019-04-09 08:15:00,ESA
1.0,28.0,19,19_1554786000,2019-04-09 05:00:00,2019-04-09 08:15:00,ESA
2.0,19.0,19,19_1554786000,2019-04-09 05:00:00,2019-04-09 08:15:00,ESA
3.0,16.599999999999998,19,19_1554786000,2019-04-09 05:00:00,2019-04-09 08:15:00,ESA
0.25,27.2,19,19_1554803100,2019-04-09 09:45:00,2019-04-09 14:45:00,ESA
0.5,25.2,19,19_1554803100,2019-04-09 09:45:00,2019-04-09 14:45:00,ESA
1.0,22.599999999999998,19,19_1554803100,2019-04-09 09:45:00,2019-04-09 14:45:00,ESA
2.0,16.4,19,19_1554803100,2019-04-09 09:45:00,2019-04-09 14:45:00,ESA
3.0,13.533333333333333,19,19_1554803100,2019-04-09 09:45:00,2019-04-09 14:45:00,ESA
0.25,5.6,19,19_1554895800,2019-04-10 11:30:00,2019-04-10 11:45:00,ESA
0.25,13.6,19,19_1554945300,2019-04-11 01:15:00,2019-04-11 02:00:00,ESA
0.5,9.6,19,19_1554945300,2019-04-11 01:15:00,2019-04-11 02:00:00,ESA
0.25,4.0,19,19_1555269300,2019-04-14 19:15:00,2019-04-14 19:30:00,ESA
0.25,18.4,19,19_1556481600,2019-04-28 20:00:00,2019-04-28 20:30:00,ESA
0.5,18.0,19,19_1556481600,2019-04-28 20:00:00,2019-04-28 20:30:00,ESA
0.25,4.8,19,19_1556493300,2019-04-28 23:15:00,2019-04-28 23:45:00,ESA
0.5,4.4,19,19_1556493300,2019-04-28 23:15:00,2019-04-28 23:45:00,ESA
0.25,17.6,19,19_1556591400,2019-04-30 02:30:00,2019-04-30 03:45:00,ESA
0.5,11.200000000000001,19,19_1556591400,2019-04-30 02:30:00,2019-04-30 03:45:00,ESA
1.0,7.800000000000001,19,19_1556591400,2019-04-30 02:30:00,2019-04-30 03:45:00,ESA
0.25,4.8,19,19_1557247500,2019-05-07 16:45:00,2019-05-07 17:30:00,ESA
0.5,2.8,19,19_1557247500,2019-05-07 16:45:00,2019-05-07 17:30:00,ESA
0.25,4.8,19,19_1557261000,2019-05-07 20:30:00,2019-05-07 21:00:00,ESA
0.5,4.4,19,19_1557261000,2019-05-07 20:30:00,2019-05-07 21:00:00,ESA
0.25,4.0,19,19_1557783900,2019-05-13 21:45:00,2019-05-13 22:00:00,ESA
0.25,47.2,19,19_1557876600,2019-05-14 23:30:00,2019-05-15 02:15:00,ESA
0.5,28.8,19,19_1557876600,2019-05-14 23:30:00,2019-05-15 02:15:00,ESA
1.0,15.200000000000001,19,19_1557876600,2019-05-14 23:30:00,2019-05-15 02:15:00,ESA
2.0,8.3,19,19_1557876600,2019-05-14 23:30:00,2019-05-15 02:15:00,ESA
0.25,7.2,19,19_1557892800,2019-05-15 04:00:00,2019-05-15 04:15:00,ESA
0.25,5.6,19,19_1557906300,2019-05-15 07:45:00,2019-05-15 08:00:00,ESA
0.25,4.8,19,19_1557929700,2019-05-15 14:15:00,2019-05-15 15:30:00,ESA
0.5,3.2,19,19_1557929700,2019-05-15 14:15:00,2019-05-15 15:30:00,ESA
1.0,2.0,19,19_1557929700,2019-05-15 14:15:00,2019-05-15 15:30:00,ESA
0.25,10.4,19,19_1557966600,2019-05-16 00:30:00,2019-05-16 00:45:00,ESA
0.25,13.6,19,19_1558041300,2019-05-16 21:15:00,2019-05-16 22:30:00,ESA
0.5,13.2,19,19_1558041300,2019-05-16 21:15:00,2019-05-16 22:30:00,ESA
1.0,9.4,19,19_1558041300,2019-05-16 21:15:00,2019-05-16 22:30:00,ESA
0.25,5.6,19,19_1558049400,2019-05-16 23:30:00,2019-05-17 00:00:00,ESA
0.5,4.8,19,19_1558049400,2019-05-16 23:30:00,2019-05-17 00:00:00,ESA
0.25,9.6,19,19_1558081800,2019-05-17 08:30:00,2019-05-17 10:30:00,ESA
0.5,9.6,19,19_1558081800,2019-05-17 08:30:00,2019-05-17 10:30:00,ESA
1.0,7.800000000000001,19,19_1558081800,2019-05-17 08:30:00,2019-05-17 10:30:00,ESA
2.0,6.1,19,19_1558081800,2019-05-17 08:30:00,2019-05-17 10:30:00,ESA
0.25,6.4,19,19_1558098900,2019-05-17 13:15:00,2019-05-17 13:30:00,ESA
0.25,64.0,19,19_1559466000,2019-06-02 09:00:00,2019-06-02 09:45:00,ESA
0.5,44.4,19,19_1559466000,2019-06-02 09:00:00,2019-06-02 09:45:00,ESA
0.25,5.6,19,19_1559568600,2019-06-03 13:30:00,2019-06-03 16:15:00,ESA
0.5,5.6,19,19_1559568600,2019-06-03 13:30:00,2019-06-03 16:15:00,ESA
1.0,4.6,19,19_1559568600,2019-06-03 13:30:00,2019-06-03 16:15:00,ESA
2.0,3.5,19,19_1559568600,2019-06-03 13:30:00,2019-06-03 16:15:00,ESA
0.25,4.0,19,19_1559637000,2019-06-04 08:30:00,2019-06-04 08:45:00,ESA
0.25,8.0,19,19_1559700000,2019-06-05 02:00:00,2019-06-05 02:15:00,ESA
0.25,13.6,19,19_1559704500,2019-06-05 03:15:00,2019-06-05 03:45:00,ESA
0.5,12.399999999999999,19,19_1559704500,2019-06-05 03:15:00,2019-06-05 03:45:00,ESA
0.25,10.4,19,19_1559770200,2019-06-05 21:30:00,2019-06-05 22:00:00,ESA
0.5,8.0,19,19_1559770200,2019-06-05 21:30:00,2019-06-05 22:00:00,ESA
0.25,25.6,19,19_1562238900,2019-07-04 11:15:00,2019-07-04 11:30:00,ESA
0.25,9.6,19,19_1562315400,2019-07-05 08:30:00,2019-07-05 08:45:00,ESA
0.25,11.2,19,19_1562321700,2019-07-05 10:15:00,2019-07-05 11:45:00,ESA
0.5,7.600000000000001,19,19_1562321700,2019-07-05 10:15:00,2019-07-05 11:45:00,ESA
1.0,5.800000000000001,19,19_1562321700,2019-07-05 10:15:00,2019-07-05 11:45:00,ESA
0.25,5.6,19,19_1562340600,2019-07-05 15:30:00,2019-07-05 16:30:00,ESA
0.5,4.0,19,19_1562340600,2019-07-05 15:30:00,2019-07-05 16:30:00,ESA
1.0,3.5999999999999996,19,19_1562340600,2019-07-05 15:30:00,2019-07-05 16:30:00,ESA
0.25,4.8,19,19_1562348700,2019-07-05 17:45:00,2019-07-05 18:00:00,ESA
0.25,4.8,19,19_1562364900,2019-07-05 22:15:00,2019-07-05 22:30:00,ESA
0.25,6.4,19,19_1562369400,2019-07-05 23:30:00,2019-07-05 23:45:00,ESA
0.25,4.0,19,19_1562376600,2019-07-06 01:30:00,2019-07-06 02:15:00,ESA
0.5,3.6,19,19_1562376600,2019-07-06 01:30:00,2019-07-06 02:15:00,ESA
0.25,4.8,19,19_1563276600,2019-07-16 11:30:00,2019-07-16 11:45:00,ESA
0.25,4.0,19,19_1564805700,2019-08-03 04:15:00,2019-08-03 04:30:00,ESA
0.25,5.6,19,19_1564812900,2019-08-03 06:15:00,2019-08-03 08:00:00,ESA
0.5,5.199999999999999,19,19_1564812900,2019-08-03 06:15:00,2019-08-03 08:00:00,ESA
1.0,4.199999999999999,19,19_1564812900,2019-08-03 06:15:00,2019-08-03 08:00:00,ESA
0.25,4.0,19,19_1564823700,2019-08-03 09:15:00,2019-08-03 09:30:00,ESA
0.25,4.0,19,19_1564833600,2019-08-03 12:00:00,2019-08-03 12:15:00,ESA
0.25,4.0,19,19_1564838100,2019-08-03 13:15:00,2019-08-03 13:30:00,ESA
0.25,4.8,19,19_1564842600,2019-08-03 14:30:00,2019-08-03 15:45:00,ESA
0.5,4.4,19,19_1564842600,2019-08-03 14:30:00,2019-08-03 15:45:00,ESA
1.0,3.2,19,19_1564842600,2019-08-03 14:30:00,2019-08-03 15:45:00,ESA
0.25,4.0,19,19_1564851600,2019-08-03 17:00:00,2019-08-03 17:15:00,ESA
0.25,4.0,19,19_1564892100,2019-08-04 04:15:00,2019-08-04 04:30:00,ESA
0.25,4.0,19,19_1564937100,2019-08-04 16:45:00,2019-08-04 17:00:00,ESA
0.25,8.0,19,19_1565816400,2019-08-14 21:00:00,2019-08-14 21:15:00,ESA
0.25,6.4,19,19_1566268200,2019-08-20 02:30:00,2019-08-20 02:45:00,ESA
0.25,10.4,19,19_1566572400,2019-08-23 15:00:00,2019-08-23 16:00:00,ESA
0.5,7.6,19,19_1566572400,2019-08-23 15:00:00,2019-08-23 16:00:00,ESA
1.0,6.0,19,19_1566572400,2019-08-23 15:00:00,2019-08-23 16:00:00,ESA
0.25,4.0,19,19_1566706500,2019-08-25 04:15:00,2019-08-25 04:30:00,ESA
0.25,4.0,19,19_1566723600,2019-08-25 09:00:00,2019-08-25 09:15:00,ESA
0.25,14.4,19,19_1567369800,2019-09-01 20:30:00,2019-09-01 20:45:00,ESA
0.25,4.8,19,19_1567376100,2019-09-01 22:15:00,2019-09-01 23:15:00,ESA
0.5,3.5999999999999996,19,19_1567376100,2019-09-01 22:15:00,2019-09-01 23:15:00,ESA
1.0,3.5999999999999996,19,19_1567376100,2019-09-01 22:15:00,2019-09-01 23:15:00,ESA
0.25,14.4,19,19_1567388700,2019-09-02 01:45:00,2019-09-02 02:15:00,ESA
0.5,12.0,19,19_1567388700,2019-09-02 01:45:00,2019-09-02 02:15:00,ESA
0.25,4.8,19,19_1567409400,2019-09-02 07:30:00,2019-09-02 07:45:00,ESA
0.25,5.6,19,19_1567534500,2019-09-03 18:15:00,2019-09-03 18:45:00,ESA
0.5,5.6,19,19_1567534500,2019-09-03 18:15:00,2019-09-03 18:45:00,ESA
0.25,6.4,19,19_1567658700,2019-09-05 04:45:00,2019-09-05 06:00:00,ESA
0.5,5.2,19,19_1567658700,2019-09-05 04:45:00,2019-09-05 06:00:00,ESA
1.0,4.0,19,19_1567658700,2019-09-05 04:45:00,2019-09-05 06:00:00,ESA
0.25,8.0,19,19_1567695600,2019-09-05 15:00:00,2019-09-05 15:15:00,ESA
0.25,4.0,19,19_1569162600,2019-09-22 14:30:00,2019-09-22 14:45:00,ESA
0.25,7.2,19,19_1569381300,2019-09-25 03:15:00,2019-09-25 03:45:00,ESA
0.5,6.0,19,19_1569381300,2019-09-25 03:15:00,2019-09-25 03:45:00,ESA
0.25,8.8,19,19_1569629700,2019-09-28 00:15:00,2019-09-28 01:30:00,ESA
0.5,4.4,19,19_1569629700,2019-09-28 00:15:00,2019-09-28 01:30:00,ESA
1.0,2.2,19,19_1569629700,2019-09-28 00:15:00,2019-09-28 01:30:00,ESA
0.25,4.0,19,19_1569637800,2019-09-28 02:30:00,2019-09-28 02:45:00,ESA
0.25,7.2,19,19_1570561200,2019-10-08 19:00:00,2019-10-08 22:00:00,ESA
0.5,7.2,19,19_1570561200,2019-10-08 19:00:00,2019-10-08 22:00:00,ESA
1.0,5.0,19,19_1570561200,2019-10-08 19:00:00,2019-10-08 22:00:00,ESA
2.0,4.6,19,19_1570561200,2019-10-08 19:00:00,2019-10-08 22:00:00,ESA
3.0,4.6000000000000005,19,19_1570561200,2019-10-08 19:00:00,2019-10-08 22:00:00,ESA
0.25,21.6,19,19_1570599000,2019-10-09 05:30:00,2019-10-09 10:45:00,ESA
0.5,20.0,19,19_1570599000,2019-10-09 05:30:00,2019-10-09 10:45:00,ESA
1.0,15.6,19,19_1570599000,2019-10-09 05:30:00,2019-10-09 10:45:00,ESA
2.0,11.1,19,19_1570599000,2019-10-09 05:30:00,2019-10-09 10:45:00,ESA
3.0,8.933333333333334,19,19_1570599000,2019-10-09 05:30:00,2019-10-09 10:45:00,ESA
0.25,4.8,19,19_1571533200,2019-10-20 01:00:00,2019-10-20 01:15:00,ESA
0.25,4.0,19,19_1571552100,2019-10-20 06:15:00,2019-10-20 06:30:00,ESA
0.25,4.0,19,19_1573227900,2019-11-08 15:45:00,2019-11-08 16:00:00,ESA
0.25,6.4,19,19_1573310700,2019-11-09 14:45:00,2019-11-09 15:00:00,ESA
0.25,56.8,19,19_1573465500,2019-11-11 09:45:00,2019-11-11 13:45:00,ESA
0.5,36.800000000000004,19,19_1573465500,2019-11-11 09:45:00,2019-11-11 13:45:00,ESA
1.0,22.000000000000004,19,19_1573465500,2019-11-11 09:45:00,2019-11-11 13:45:00,ESA
2.0,16.799999999999997,19,19_1573465500,2019-11-11 09:45:00,2019-11-11 13:45:00,ESA
3.0,14.0,19,19_1573465500,2019-11-11 09:45:00,2019-11-11 13:45:00,ESA
0.25,5.6,19,19_1573739100,2019-11-14 13:45:00,2019-11-14 14:45:00,ESA
