id_evento,data_inicio,id_estacao
39422,2019-02-07 08:10:12+00:00,15
39520,2019-02-08 16:56:25+00:00,11
39711,2019-02-13 17:58:36+00:00,15
39707,2019-02-13 14:43:01+00:00,17
39670,2019-02-13 06:57:02+00:00,24
39709,2019-02-13 16:41:00+00:00,17
39822,2019-02-17 21:36:36+00:00,13
39856,2019-02-18 09:41:10+00:00,19
40141,2019-02-26 20:24:27+00:00,32
52746,2020-04-08 05:10:29+00:00,13
52749,2020-04-08 06:24:53+00:00,15
52737,2020-04-07 17:58:25+00:00,19
52792,2020-04-09 16:49:23+00:00,18
52791,2020-04-09 16:46:35+00:00,24
63653,2021-05-31 16:58:23+00:00,24
63221,2021-05-13 05:26:42+00:00,24
63594,2021-05-30 20:37:34+00:00,29
63073,2021-05-07 14:42:56+00:00,29
63050,2021-05-07 12:07:37+00:00,29
63054,2021-05-07 12:33:18+00:00,28
63121,2021-05-09 08:35:58+00:00,29
63047,2021-05-07 11:49:46+00:00,29
63607,2021-05-30 22:41:09+00:00,29
63586,2021-05-30 19:40:56+00:00,29
63064,2021-05-07 13:54:09+00:00,32
63585,2021-05-30 19:34:13+00:00,32
63040,2021-05-07 10:49:50+00:00,32
63217,2021-05-13 05:06:46+00:00,32
63649,2021-05-31 13:06:52+00:00,31
63069,2021-05-07 14:05:12+00:00,31
63212,2021-05-13 03:02:41+00:00,31
63211,2021-05-13 03:00:20+00:00,31
63610,2021-05-30 23:24:08+00:00,31
63062,2021-05-07 13:41:32+00:00,22
63627,2021-05-31 06:32:28+00:00,22
62994,2021-05-06 05:45:46+00:00,22
63219,2021-05-13 05:16:12+00:00,16
63590,2021-05-30 20:08:00+00:00,29
63045,2021-05-07 11:40:50+00:00,25
63251,2021-05-13 16:56:17+00:00,31
63588,2021-05-30 19:53:05+00:00,30
63599,2021-05-30 21:18:31+00:00,32
63595,2021-05-30 20:45:13+00:00,29
63206,2021-05-12 21:12:36+00:00,28
63635,2021-05-31 08:44:51+00:00,17
63070,2021-05-07 14:06:09+00:00,32
63049,2021-05-07 11:59:18+00:00,32
63057,2021-05-07 13:05:19+00:00,32
63591,2021-05-30 20:13:42+00:00,32
63053,2021-05-07 12:25:51+00:00,32
63584,2021-05-30 19:28:41+00:00,32
63593,2021-05-30 20:31:40+00:00,32
63637,2021-05-31 08:51:08+00:00,17
63634,2021-05-31 08:38:47+00:00,9
63589,2021-05-30 19:58:56+00:00,1
63632,2021-05-31 08:13:43+00:00,12
63638,2021-05-31 08:52:51+00:00,12
63060,2021-05-07 13:30:05+00:00,24
63587,2021-05-30 19:49:33+00:00,28
63055,2021-05-07 12:39:12+00:00,28
63252,2021-05-13 17:15:51+00:00,11
63068,2021-05-07 14:04:24+00:00,11
63218,2021-05-13 05:10:20+00:00,24
63222,2021-05-13 05:29:32+00:00,21
63059,2021-05-07 13:27:28+00:00,24
63067,2021-05-07 14:02:10+00:00,31
63044,2021-05-07 11:32:04+00:00,15
63239,2021-05-13 10:20:12+00:00,15
63051,2021-05-07 12:14:40+00:00,26
63065,2021-05-07 13:57:23+00:00,22
63597,2021-05-30 21:03:12+00:00,22
63611,2021-05-30 23:53:49+00:00,22
63113,2021-05-08 20:25:53+00:00,8
63613,2021-05-31 00:47:50+00:00,15
63063,2021-05-07 13:46:35+00:00,15
63210,2021-05-13 02:23:31+00:00,15
63601,2021-05-30 21:40:04+00:00,15
63644,2021-05-31 10:43:56+00:00,21
