id_evento,data_inicio,id_estacao
63238,2021-05-13 10:12:36+00:00,10
63614,2021-05-31 00:59:30+00:00,10
63207,2021-05-12 21:37:03+00:00,11
63596,2021-05-30 20:57:00+00:00,10
63582,2021-05-30 18:45:47+00:00,11
63602,2021-05-30 21:42:58+00:00,11
63581,2021-05-30 18:34:03+00:00,11
63066,2021-05-07 14:00:13+00:00,11
63036,2021-05-07 10:37:14+00:00,11
63097,2021-05-08 09:41:58+00:00,24
63220,2021-05-13 05:21:04+00:00,24
63633,2021-05-31 08:20:01+00:00,24
63636,2021-05-31 08:48:38+00:00,17
63631,2021-05-31 07:46:45+00:00,18
63058,2021-05-07 13:08:48+00:00,32
63225,2021-05-13 06:33:23+00:00,15
63630,2021-05-31 06:56:16+00:00,11
10280,2016-09-20 02:55:50+00:00,24
10298,2016-09-20 09:06:50+00:00,19
10273,2016-09-20 01:48:34+00:00,31
10281,2016-09-20 03:00:08+00:00,31
10277,2016-09-20 02:04:11+00:00,24
10290,2016-09-20 06:40:29+00:00,31
10276,2016-09-20 02:02:07+00:00,31
10274,2016-09-20 01:56:29+00:00,24
10312,2016-09-20 14:58:57+00:00,31
10284,2016-09-20 05:55:39+00:00,24
10292,2016-09-20 07:38:42+00:00,24
10279,2016-09-20 02:26:02+00:00,24
10275,2016-09-20 02:00:44+00:00,31
10283,2016-09-20 05:52:18+00:00,24
10278,2016-09-20 02:09:04+00:00,30
10302,2016-09-20 10:36:41+00:00,31
40227,2019-03-01 20:50:21+00:00,10
40243,2019-03-01 21:33:57+00:00,24
40224,2019-03-01 19:25:58+00:00,17
40228,2019-03-01 20:53:02+00:00,22
40225,2019-03-01 20:41:35+00:00,22
40257,2019-03-01 23:38:21+00:00,18
40242,2019-03-01 21:28:21+00:00,27
40252,2019-03-01 22:10:28+00:00,27
40245,2019-03-01 21:38:05+00:00,11
40235,2019-03-01 21:12:30+00:00,32
40231,2019-03-01 20:58:27+00:00,23
40247,2019-03-01 21:46:03+00:00,23
40258,2019-03-01 23:39:42+00:00,18
40233,2019-03-01 21:08:30+00:00,28
40241,2019-03-01 21:25:41+00:00,24
40226,2019-03-01 20:43:39+00:00,22
40229,2019-03-01 20:55:44+00:00,16
40234,2019-03-01 21:09:47+00:00,24
40244,2019-03-01 21:36:07+00:00,32
40267,2019-03-02 03:47:48+00:00,11
40337,2019-03-03 20:23:10+00:00,10
40325,2019-03-03 18:45:24+00:00,31
40314,2019-03-03 18:09:48+00:00,24
40341,2019-03-03 21:43:14+00:00,29
40318,2019-03-03 18:21:25+00:00,7
40338,2019-03-03 21:14:14+00:00,29
40342,2019-03-03 22:11:59+00:00,29
40315,2019-03-03 18:11:44+00:00,29
40317,2019-03-03 18:18:07+00:00,29
40334,2019-03-03 19:28:08+00:00,25
40348,2019-03-04 02:07:21+00:00,27
40352,2019-03-04 07:09:54+00:00,23
40354,2019-03-04 08:15:45+00:00,18
40355,2019-03-04 08:34:26+00:00,31
40351,2019-03-04 07:00:01+00:00,26
40350,2019-03-04 06:31:05+00:00,24
40428,2019-03-06 17:59:05+00:00,18
40463,2019-03-06 19:49:24+00:00,27
40449,2019-03-06 18:55:30+00:00,24
40438,2019-03-06 18:30:06+00:00,24
40435,2019-03-06 18:27:00+00:00,18
40458,2019-03-06 19:29:42+00:00,24
40553,2019-03-07 17:08:51+00:00,24
40649,2019-03-11 08:19:46+00:00,17
40648,2019-03-11 08:16:31+00:00,31
40630,2019-03-11 06:08:52+00:00,32
40650,2019-03-11 08:25:20+00:00,27
40641,2019-03-11 07:19:06+00:00,24
40645,2019-03-11 07:57:25+00:00,17
40647,2019-03-11 08:12:32+00:00,13
40643,2019-03-11 07:45:14+00:00,28
40644,2019-03-11 07:47:25+00:00,28
40646,2019-03-11 08:01:27+00:00,27
40632,2019-03-11 06:22:18+00:00,11
40631,2019-03-11 06:17:05+00:00,11
40636,2019-03-11 06:49:56+00:00,30
40635,2019-03-11 06:45:49+00:00,24
40657,2019-03-11 10:03:47+00:00,27
40628,2019-03-11 04:52:49+00:00,3
40721,2019-03-13 17:03:16+00:00,24
40715,2019-03-13 16:43:05+00:00,21
40718,2019-03-13 16:58:25+00:00,19
40720,2019-03-13 17:03:46+00:00,21
40811,2019-03-15 21:08:33+00:00,32
40788,2019-03-15 12:17:52+00:00,21
40795,2019-03-15 13:32:57+00:00,3
40785,2019-03-15 11:18:10+00:00,24
40784,2019-03-15 11:10:20+00:00,24
40783,2019-03-15 11:05:56+00:00,24
40797,2019-03-15 14:12:19+00:00,24
40794,2019-03-15 13:31:26+00:00,16
40808,2019-03-15 20:11:43+00:00,16
40793,2019-03-15 13:26:37+00:00,21
40812,2019-03-15 21:35:54+00:00,19
40790,2019-03-15 12:47:43+00:00,21
40816,2019-03-15 22:52:06+00:00,31
40789,2019-03-15 12:22:17+00:00,21
40835,2019-03-16 15:06:55+00:00,21
40852,2019-03-16 20:39:10+00:00,22
40855,2019-03-16 21:04:39+00:00,29
40858,2019-03-16 21:13:07+00:00,28
40861,2019-03-16 22:04:38+00:00,8
40837,2019-03-16 15:26:09+00:00,9
40860,2019-03-16 21:52:15+00:00,29
40829,2019-03-16 10:27:17+00:00,17
40853,2019-03-16 20:42:06+00:00,11
40854,2019-03-16 20:44:23+00:00,11
40836,2019-03-16 15:12:30+00:00,18
40859,2019-03-16 21:15:53+00:00,22
40862,2019-03-16 22:44:56+00:00,28
40883,2019-03-17 18:37:44+00:00,18
40885,2019-03-17 19:37:00+00:00,24
40864,2019-03-17 01:03:42+00:00,27
40947,2019-03-19 22:49:16+00:00,22
40946,2019-03-19 22:45:09+00:00,11
40943,2019-03-19 22:11:30+00:00,8
40951,2019-03-19 23:26:36+00:00,11
40950,2019-03-19 23:12:42+00:00,11
40945,2019-03-19 22:40:19+00:00,11
40949,2019-03-19 23:09:00+00:00,28
40968,2019-03-20 09:01:04+00:00,28
40958,2019-03-20 06:48:58+00:00,22
40999,2019-03-20 23:26:59+00:00,30
40998,2019-03-20 23:07:17+00:00,8
40966,2019-03-20 08:55:42+00:00,18
41033,2019-03-21 18:44:33+00:00,28
41002,2019-03-21 00:45:21+00:00,32
41007,2019-03-21 06:23:34+00:00,15
41019,2019-03-21 09:38:59+00:00,25
41003,2019-03-21 00:47:03+00:00,30
41004,2019-03-21 00:55:58+00:00,31
41039,2019-03-21 20:17:04+00:00,32
41037,2019-03-21 19:55:04+00:00,28
41005,2019-03-21 01:56:37+00:00,24
41025,2019-03-21 11:48:36+00:00,11
41046,2019-03-22 06:57:28+00:00,18
41206,2019-03-28 01:39:14+00:00,11
41236,2019-03-28 16:37:25+00:00,11
41209,2019-03-28 02:00:41+00:00,11
41205,2019-03-28 01:28:00+00:00,22
41208,2019-03-28 01:52:29+00:00,11
41249,2019-03-28 22:07:55+00:00,11
41207,2019-03-28 01:42:33+00:00,26
41237,2019-03-28 16:41:55+00:00,11
41250,2019-03-28 22:10:16+00:00,11
41215,2019-03-28 08:13:16+00:00,8
41252,2019-03-28 22:39:38+00:00,32
41269,2019-03-29 07:48:44+00:00,9
41268,2019-03-29 07:12:25+00:00,21
41259,2019-03-29 06:00:26+00:00,29
41266,2019-03-29 06:35:53+00:00,28
41263,2019-03-29 06:22:47+00:00,29
41261,2019-03-29 06:14:01+00:00,29
41260,2019-03-29 06:09:58+00:00,11
41267,2019-03-29 07:04:58+00:00,8
41262,2019-03-29 06:15:35+00:00,11
40239,2019-03-01 21:23:30+00:00,30
40236,2019-03-01 21:16:05+00:00,10
40254,2019-03-01 22:35:21+00:00,14
40256,2019-03-01 23:17:04+00:00,13
40250,2019-03-01 22:00:44+00:00,19
40246,2019-03-01 21:40:21+00:00,19
40240,2019-03-01 21:25:50+00:00,24
40263,2019-03-02 00:53:10+00:00,1
40439,2019-03-06 18:32:15+00:00,18
40655,2019-03-11 09:44:21+00:00,15
40654,2019-03-11 09:35:29+00:00,15
40786,2019-03-15 11:45:02+00:00,21
40863,2019-03-16 22:48:17+00:00,28
40857,2019-03-16 21:09:20+00:00,28
40842,2019-03-16 15:59:10+00:00,9
40851,2019-03-16 20:35:17+00:00,28
40839,2019-03-16 15:38:56+00:00,12
40846,2019-03-16 16:52:45+00:00,9
40833,2019-03-16 14:28:42+00:00,7
40834,2019-03-16 14:46:00+00:00,9
40848,2019-03-16 17:15:12+00:00,9
40838,2019-03-16 15:31:03+00:00,16
40850,2019-03-16 19:54:36+00:00,4
40871,2019-03-17 10:55:22+00:00,24
40948,2019-03-19 22:52:47+00:00,22
40952,2019-03-19 23:31:39+00:00,28
41061,2019-03-22 15:34:24+00:00,24
41041,2019-03-21 21:01:43+00:00,15
83355,2022-10-28 16:36:56+00:00,16
83357,2022-10-28 16:43:56+00:00,16
83545,2022-10-31 19:05:50+00:00,17
83526,2022-10-31 16:35:00+00:00,3
82379,2022-10-11 22:06:57+00:00,13
83364,2022-10-28 18:04:36+00:00,16
83541,2022-10-31 18:04:44+00:00,12
50679,2020-02-03 08:20:51+00:00,24
51539,2020-02-22 00:24:41+00:00,24
50677,2020-02-03 08:04:59+00:00,24
51523,2020-02-21 20:33:10+00:00,33
51750,2020-02-29 23:37:43+00:00,7
50723,2020-02-03 18:59:40+00:00,29
51064,2020-02-10 18:52:45+00:00,29
50615,2020-02-02 20:33:56+00:00,29
51528,2020-02-21 21:16:55+00:00,29
50616,2020-02-02 20:53:37+00:00,29
51027,2020-02-10 15:59:42+00:00,28
51114,2020-02-11 05:39:07+00:00,29
51044,2020-02-10 17:06:02+00:00,21
50813,2020-02-05 18:09:42+00:00,21
50754,2020-02-04 09:34:46+00:00,21
51036,2020-02-10 16:42:45+00:00,21
51035,2020-02-10 16:35:22+00:00,21
51051,2020-02-10 17:22:55+00:00,21
50574,2020-02-01 18:04:12+00:00,21
51097,2020-02-10 22:23:15+00:00,18
51755,2020-02-29 23:57:09+00:00,32
51048,2020-02-10 17:12:58+00:00,32
51524,2020-02-21 20:38:10+00:00,32
50716,2020-02-03 18:19:18+00:00,31
51084,2020-02-10 19:42:07+00:00,31
51086,2020-02-10 19:44:59+00:00,31
51533,2020-02-21 22:02:54+00:00,31
51040,2020-02-10 16:55:29+00:00,31
51081,2020-02-10 19:36:03+00:00,31
50848,2020-02-06 07:33:19+00:00,31
50718,2020-02-03 18:26:04+00:00,31
51038,2020-02-10 16:52:47+00:00,31
50655,2020-02-03 01:22:21+00:00,31
50661,2020-02-03 01:48:29+00:00,31
50841,2020-02-05 22:31:36+00:00,31
51046,2020-02-10 17:09:55+00:00,31
50715,2020-02-03 18:15:49+00:00,31
51073,2020-02-10 19:17:46+00:00,31
50736,2020-02-03 22:51:52+00:00,24
50757,2020-02-04 13:07:10+00:00,31
50720,2020-02-03 18:35:43+00:00,31
50717,2020-02-03 18:21:52+00:00,31
50654,2020-02-03 01:16:57+00:00,31
51515,2020-02-21 18:34:27+00:00,31
51534,2020-02-21 22:11:55+00:00,31
50800,2020-02-05 17:42:09+00:00,23
51108,2020-02-11 01:29:43+00:00,29
51521,2020-02-21 20:26:35+00:00,29
51739,2020-02-29 21:15:19+00:00,29
51066,2020-02-10 19:03:44+00:00,29
51748,2020-02-29 23:24:27+00:00,16
51336,2020-02-16 21:13:31+00:00,16
51033,2020-02-10 16:30:21+00:00,16
50667,2020-02-03 04:57:11+00:00,16
50608,2020-02-02 19:08:23+00:00,16
51107,2020-02-11 01:26:35+00:00,29
50622,2020-02-02 21:30:33+00:00,19
50727,2020-02-03 19:30:14+00:00,19
50794,2020-02-05 17:29:14+00:00,21
51043,2020-02-10 17:02:50+00:00,21
51054,2020-02-10 17:30:29+00:00,21
50670,2020-02-03 06:21:18+00:00,13
50609,2020-02-02 19:29:12+00:00,27
51041,2020-02-10 16:58:05+00:00,27
51065,2020-02-10 19:00:06+00:00,27
50801,2020-02-05 17:46:42+00:00,27
50613,2020-02-02 20:15:04+00:00,25
50611,2020-02-02 19:43:05+00:00,25
50731,2020-02-03 19:56:43+00:00,27
51010,2020-02-10 14:55:59+00:00,25
50817,2020-02-05 18:16:29+00:00,25
50612,2020-02-02 19:51:05+00:00,25
51103,2020-02-11 00:27:56+00:00,27
50614,2020-02-02 20:27:22+00:00,25
51068,2020-02-10 19:07:39+00:00,25
51078,2020-02-10 19:28:37+00:00,24
50722,2020-02-03 18:55:44+00:00,9
50666,2020-02-03 04:31:08+00:00,21
50577,2020-02-01 18:19:42+00:00,21
51105,2020-02-11 01:17:18+00:00,32
51511,2020-02-21 17:30:06+00:00,32
50719,2020-02-03 18:28:58+00:00,30
51560,2020-02-22 19:03:48+00:00,32
51106,2020-02-11 01:22:31+00:00,32
51092,2020-02-10 20:11:37+00:00,32
51751,2020-02-29 23:41:04+00:00,28
51104,2020-02-11 00:48:18+00:00,28
51525,2020-02-21 20:42:07+00:00,28
51526,2020-02-21 20:52:23+00:00,29
50726,2020-02-03 19:26:19+00:00,17
51022,2020-02-10 15:30:10+00:00,22
51069,2020-02-10 19:07:39+00:00,19
50678,2020-02-03 08:10:10+00:00,13
51060,2020-02-10 18:33:59+00:00,13
51062,2020-02-10 18:46:33+00:00,15
50721,2020-02-03 18:51:20+00:00,32
50822,2020-02-05 18:42:08+00:00,32
50752,2020-02-04 08:58:31+00:00,32
50867,2020-02-06 14:47:06+00:00,32
51077,2020-02-10 19:28:59+00:00,32
50818,2020-02-05 18:19:30+00:00,32
50672,2020-02-03 06:31:00+00:00,7
51095,2020-02-10 20:37:05+00:00,9
50792,2020-02-05 17:09:40+00:00,9
51028,2020-02-10 16:04:31+00:00,1
51753,2020-02-29 23:49:31+00:00,1
50711,2020-02-03 17:32:00+00:00,4
50710,2020-02-03 17:25:26+00:00,4
51112,2020-02-11 05:23:36+00:00,4
50624,2020-02-02 21:34:46+00:00,12
51076,2020-02-10 19:24:39+00:00,24
50824,2020-02-05 18:44:37+00:00,27
51090,2020-02-10 20:00:19+00:00,24
51082,2020-02-10 19:39:06+00:00,24
50809,2020-02-05 17:59:41+00:00,24
51063,2020-02-10 18:48:59+00:00,15
51012,2020-02-10 15:08:37+00:00,19
51057,2020-02-10 17:38:52+00:00,21
51093,2020-02-10 20:20:26+00:00,28
51088,2020-02-10 19:54:51+00:00,28
51070,2020-02-10 19:11:22+00:00,28
51024,2020-02-10 15:37:47+00:00,15
51126,2020-02-11 08:32:41+00:00,11
51701,2020-02-28 06:11:36+00:00,15
50733,2020-02-03 20:23:18+00:00,11
51744,2020-02-29 22:27:07+00:00,11
51102,2020-02-11 00:18:10+00:00,11
50572,2020-02-01 17:36:48+00:00,21
51335,2020-02-16 21:10:52+00:00,21
50808,2020-02-05 17:58:38+00:00,24
50668,2020-02-03 05:17:44+00:00,24
50799,2020-02-05 17:41:21+00:00,24
50797,2020-02-05 17:36:41+00:00,24
50575,2020-02-01 18:10:23+00:00,21
51530,2020-02-21 21:40:09+00:00,24
50798,2020-02-05 17:39:09+00:00,3
51045,2020-02-10 17:08:51+00:00,18
51059,2020-02-10 18:16:31+00:00,18
50791,2020-02-05 16:47:26+00:00,3
51120,2020-02-11 06:42:47+00:00,3
50744,2020-02-04 05:31:22+00:00,24
51075,2020-02-10 19:21:49+00:00,31
50659,2020-02-03 01:41:20+00:00,31
51529,2020-02-21 21:29:40+00:00,31
50734,2020-02-03 20:35:10+00:00,24
50698,2020-02-03 12:57:46+00:00,24
51071,2020-02-10 19:11:58+00:00,31
51543,2020-02-22 00:53:26+00:00,16
51738,2020-02-29 20:56:55+00:00,13
50793,2020-02-05 17:22:42+00:00,12
51752,2020-02-29 23:44:27+00:00,5
51332,2020-02-16 20:55:24+00:00,23
51121,2020-02-11 07:02:00+00:00,23
50732,2020-02-03 20:11:26+00:00,23
50804,2020-02-05 17:51:05+00:00,23
50803,2020-02-05 17:49:20+00:00,25
51072,2020-02-10 19:13:47+00:00,23
51067,2020-02-10 19:05:44+00:00,23
51749,2020-02-29 23:34:18+00:00,5
50638,2020-02-02 23:14:01+00:00,19
50795,2020-02-05 17:33:16+00:00,23
51754,2020-02-29 23:53:11+00:00,19
51053,2020-02-10 17:30:24+00:00,18
51015,2020-02-10 15:19:25+00:00,15
51050,2020-02-10 17:19:04+00:00,15
51013,2020-02-10 15:07:21+00:00,10
51334,2020-02-16 21:08:05+00:00,7
51532,2020-02-21 21:55:11+00:00,31
51061,2020-02-10 18:42:56+00:00,24
50843,2020-02-06 01:47:39+00:00,24
51113,2020-02-11 05:33:32+00:00,22
51023,2020-02-10 15:33:56+00:00,22
50747,2020-02-04 06:50:10+00:00,22
50656,2020-02-03 01:26:42+00:00,9
50724,2020-02-03 19:03:28+00:00,9
50825,2020-02-05 18:47:03+00:00,19
50826,2020-02-05 18:48:50+00:00,19
51138,2020-02-11 18:28:24+00:00,15
51746,2020-02-29 22:46:17+00:00,15
51745,2020-02-29 22:37:27+00:00,16
50671,2020-02-03 06:27:46+00:00,13
50576,2020-02-01 18:12:37+00:00,21
51039,2020-02-10 16:53:11+00:00,21
51031,2020-02-10 16:27:38+00:00,21
51034,2020-02-10 16:31:55+00:00,11
51742,2020-02-29 22:09:21+00:00,11
51099,2020-02-10 23:54:58+00:00,11
51026,2020-02-10 15:55:07+00:00,11
51030,2020-02-10 16:23:45+00:00,11
51519,2020-02-21 19:51:42+00:00,11
51100,2020-02-11 00:06:22+00:00,11
50645,2020-02-03 00:00:58+00:00,11
50860,2020-02-06 10:12:48+00:00,10
50737,2020-02-03 23:21:36+00:00,10
50625,2020-02-02 21:40:53+00:00,11
51520,2020-02-21 20:23:19+00:00,11
51021,2020-02-10 15:28:46+00:00,11
51018,2020-02-10 15:26:38+00:00,11
50630,2020-02-02 22:18:39+00:00,11
51101,2020-02-11 00:13:26+00:00,11
51115,2020-02-11 05:41:38+00:00,11
50834,2020-02-05 20:13:48+00:00,11
51025,2020-02-10 15:42:28+00:00,11
50730,2020-02-03 19:51:09+00:00,11
50617,2020-02-02 21:03:48+00:00,10
50585,2020-02-01 19:47:39+00:00,16
50746,2020-02-04 06:35:07+00:00,16
51055,2020-02-10 17:34:48+00:00,18
51096,2020-02-10 21:13:26+00:00,24
51083,2020-02-10 19:41:24+00:00,24
50806,2020-02-05 17:54:02+00:00,24
51079,2020-02-10 19:33:42+00:00,24
51333,2020-02-16 20:59:50+00:00,19
51127,2020-02-11 09:30:15+00:00,8
51085,2020-02-10 19:45:39+00:00,18
50573,2020-02-01 17:45:50+00:00,21
50675,2020-02-03 07:21:12+00:00,16
51056,2020-02-10 17:37:30+00:00,18
51091,2020-02-10 20:09:30+00:00,31
51080,2020-02-10 19:35:35+00:00,31
51089,2020-02-10 19:58:41+00:00,7
51029,2020-02-10 16:08:15+00:00,4
51032,2020-02-10 16:29:01+00:00,4
51087,2020-02-10 19:46:38+00:00,24
50646,2020-02-03 00:07:23+00:00,7
50637,2020-02-02 23:07:24+00:00,7
50642,2020-02-02 23:47:34+00:00,7
51098,2020-02-10 22:38:43+00:00,31
50631,2020-02-02 22:32:09+00:00,16
50811,2020-02-05 18:05:28+00:00,19
50650,2020-02-03 00:35:00+00:00,16
50669,2020-02-03 06:06:57+00:00,16
50820,2020-02-05 18:26:03+00:00,24
50648,2020-02-03 00:23:04+00:00,32
50647,2020-02-03 00:17:45+00:00,32
50673,2020-02-03 06:35:40+00:00,19
50810,2020-02-05 18:00:28+00:00,25
50649,2020-02-03 00:28:09+00:00,7
50636,2020-02-02 23:03:57+00:00,1
50819,2020-02-05 18:23:11+00:00,24
50665,2020-02-03 03:26:56+00:00,24
50652,2020-02-03 00:42:33+00:00,24
50837,2020-02-05 21:43:05+00:00,24
50796,2020-02-05 17:35:13+00:00,13
50814,2020-02-05 18:13:37+00:00,23
50815,2020-02-05 18:12:16+00:00,19
50830,2020-02-05 19:29:18+00:00,7
50643,2020-02-02 23:52:32+00:00,12
50641,2020-02-02 23:44:06+00:00,12
50658,2020-02-03 01:33:44+00:00,12
50651,2020-02-03 00:37:43+00:00,12
50653,2020-02-03 00:56:30+00:00,7
50823,2020-02-05 18:44:54+00:00,19
50802,2020-02-05 17:46:31+00:00,24
50816,2020-02-05 18:14:56+00:00,24
50805,2020-02-05 17:53:07+00:00,24
50821,2020-02-05 18:32:48+00:00,24
50833,2020-02-05 20:11:47+00:00,24
50827,2020-02-05 19:08:52+00:00,24
50696,2020-02-03 12:03:32+00:00,7
50812,2020-02-05 18:05:54+00:00,24
62798,2021-04-29 01:20:41+00:00,24
62627,2021-04-22 11:43:57+00:00,24
62180,2021-04-03 20:41:11+00:00,11
62799,2021-04-29 02:34:45+00:00,29
62790,2021-04-28 23:21:56+00:00,29
62787,2021-04-28 22:59:28+00:00,29
62801,2021-04-29 04:50:47+00:00,29
62794,2021-04-28 23:37:28+00:00,32
62548,2021-04-21 03:21:43+00:00,32
62818,2021-04-29 08:57:58+00:00,31
62805,2021-04-29 06:09:32+00:00,29
62785,2021-04-28 22:50:34+00:00,29
62813,2021-04-29 07:44:15+00:00,30
62561,2021-04-21 07:21:15+00:00,29
62365,2021-04-13 07:38:57+00:00,29
62786,2021-04-28 22:55:54+00:00,28
62797,2021-04-29 00:51:05+00:00,29
62545,2021-04-21 02:53:31+00:00,29
62793,2021-04-28 23:33:18+00:00,32
62804,2021-04-29 05:57:07+00:00,32
62859,2021-04-30 09:54:06+00:00,32
62795,2021-04-28 23:41:28+00:00,32
62792,2021-04-28 23:29:16+00:00,32
62796,2021-04-29 00:19:20+00:00,32
62354,2021-04-13 04:16:31+00:00,24
62129,2021-04-01 07:17:59+00:00,29
62810,2021-04-29 07:05:42+00:00,29
62369,2021-04-13 08:09:12+00:00,13
62749,2021-04-27 22:32:37+00:00,12
62238,2021-04-07 00:56:18+00:00,1
62625,2021-04-22 11:34:38+00:00,4
62746,2021-04-27 22:08:19+00:00,12
62791,2021-04-28 23:25:13+00:00,28
62789,2021-04-28 23:13:59+00:00,28
62788,2021-04-28 23:08:44+00:00,28
62750,2021-04-27 22:58:12+00:00,11
62745,2021-04-27 21:50:13+00:00,3
62351,2021-04-12 21:30:00+00:00,24
62822,2021-04-29 10:00:59+00:00,19
62609,2021-04-22 06:47:20+00:00,15
62621,2021-04-22 10:46:38+00:00,10
62826,2021-04-29 12:46:26+00:00,24
62748,2021-04-27 22:22:16+00:00,15
62620,2021-04-22 10:26:57+00:00,15
62747,2021-04-27 22:12:13+00:00,15
62553,2021-04-21 05:53:51+00:00,10
62754,2021-04-28 02:04:38+00:00,8
62803,2021-04-29 05:40:30+00:00,11
62179,2021-04-03 20:33:39+00:00,11
62546,2021-04-21 02:58:01+00:00,11
62744,2021-04-27 21:28:59+00:00,11
62758,2021-04-28 06:51:51+00:00,11
62554,2021-04-21 06:12:08+00:00,11
62760,2021-04-28 06:58:37+00:00,11
62547,2021-04-21 03:06:11+00:00,29
62144,2021-04-01 18:38:59+00:00,18
13317,2017-01-03 20:25:08+00:00,1
13314,2017-01-03 18:33:53+00:00,9
13364,2017-01-05 20:59:18+00:00,1
13377,2017-01-05 21:54:01+00:00,32
13370,2017-01-05 21:35:42+00:00,6
13365,2017-01-05 21:07:45+00:00,10
13366,2017-01-05 21:19:48+00:00,9
13367,2017-01-05 21:22:03+00:00,9
13378,2017-01-05 21:58:20+00:00,32
13427,2017-01-07 19:26:21+00:00,1
13519,2017-01-11 17:29:40+00:00,16
13527,2017-01-11 18:09:40+00:00,29
13581,2017-01-12 13:58:11+00:00,31
13593,2017-01-12 14:39:07+00:00,32
13587,2017-01-12 14:23:11+00:00,31
13592,2017-01-12 14:34:36+00:00,31
13590,2017-01-12 14:25:35+00:00,31
13584,2017-01-12 14:18:40+00:00,32
13591,2017-01-12 14:26:53+00:00,31
13589,2017-01-12 14:24:51+00:00,31
13583,2017-01-12 14:11:30+00:00,32
13588,2017-01-12 14:24:08+00:00,31
13580,2017-01-12 13:50:39+00:00,25
13579,2017-01-12 13:42:02+00:00,31
13585,2017-01-12 14:17:41+00:00,32
13624,2017-01-13 12:01:06+00:00,32
13616,2017-01-13 10:51:59+00:00,19
13613,2017-01-13 10:17:38+00:00,19
13619,2017-01-13 11:21:25+00:00,23
13623,2017-01-13 11:53:26+00:00,32
13617,2017-01-13 10:56:36+00:00,32
13796,2017-01-19 20:56:25+00:00,15
13780,2017-01-19 15:15:43+00:00,16
13798,2017-01-19 22:20:22+00:00,5
13799,2017-01-19 22:23:13+00:00,9
13814,2017-01-20 19:36:35+00:00,11
13822,2017-01-21 18:10:34+00:00,16
13843,2017-01-22 21:05:27+00:00,21
13849,2017-01-22 21:42:00+00:00,19
13920,2017-01-25 18:45:35+00:00,22
13917,2017-01-25 18:10:49+00:00,22
14074,2017-01-31 19:24:05+00:00,27
14076,2017-01-31 19:33:34+00:00,29
14077,2017-01-31 19:52:03+00:00,22
14078,2017-01-31 20:01:31+00:00,10
106480,2023-11-19 10:22:31+00:00,5
106481,2023-11-19 10:24:02+00:00,3
106478,2023-11-19 10:19:29+00:00,3
106477,2023-11-19 10:18:20+00:00,3
106479,2023-11-19 10:21:38+00:00,5
106474,2023-11-19 10:11:49+00:00,5
106475,2023-11-19 10:12:56+00:00,5
106476,2023-11-19 10:13:43+00:00,4
105478,2023-11-03 20:40:08+00:00,13
24395,2018-02-05 23:19:07+00:00,32
24393,2018-02-05 22:12:44+00:00,29
24617,2018-02-14 21:47:34+00:00,11
24596,2018-02-14 00:29:35+00:00,11
24666,2018-02-15 08:16:30+00:00,24
24628,2018-02-15 02:04:30+00:00,24
24678,2018-02-15 09:53:25+00:00,12
24709,2018-02-15 19:14:22+00:00,12
24627,2018-02-15 02:01:43+00:00,15
24630,2018-02-15 02:09:32+00:00,24
24637,2018-02-15 03:07:28+00:00,24
24633,2018-02-15 02:22:59+00:00,19
24635,2018-02-15 02:35:37+00:00,10
24629,2018-02-15 02:07:49+00:00,21
24626,2018-02-15 01:52:15+00:00,10
24636,2018-02-15 02:53:30+00:00,24
24632,2018-02-15 02:19:13+00:00,24
24930,2018-02-21 21:37:29+00:00,17
24933,2018-02-21 21:55:52+00:00,23
24931,2018-02-21 21:41:36+00:00,15
24929,2018-02-21 20:44:54+00:00,6
24987,2018-02-22 16:40:08+00:00,24
24951,2018-02-22 01:24:27+00:00,32
24949,2018-02-22 01:12:39+00:00,24
24959,2018-02-22 04:57:45+00:00,29
24967,2018-02-22 07:19:11+00:00,17
24960,2018-02-22 06:09:36+00:00,15
24950,2018-02-22 01:20:46+00:00,11
24962,2018-02-22 06:17:11+00:00,24
24984,2018-02-22 15:49:39+00:00,17
25043,2018-02-23 19:01:12+00:00,24
25024,2018-02-23 12:56:37+00:00,24
25020,2018-02-23 12:25:28+00:00,7
25003,2018-02-23 07:43:55+00:00,11
24995,2018-02-23 05:09:10+00:00,29
24997,2018-02-23 05:44:03+00:00,28
25002,2018-02-23 07:00:48+00:00,28
24996,2018-02-23 05:14:40+00:00,32
25014,2018-02-23 09:34:35+00:00,11
25004,2018-02-23 07:47:37+00:00,29
25023,2018-02-23 12:41:37+00:00,28
25028,2018-02-23 14:01:01+00:00,22
25010,2018-02-23 09:09:57+00:00,16
25042,2018-02-23 18:55:26+00:00,25
24994,2018-02-23 05:00:27+00:00,29
25026,2018-02-23 13:09:57+00:00,32
25146,2018-02-27 19:50:03+00:00,29
25145,2018-02-27 19:41:59+00:00,30
25144,2018-02-27 19:37:04+00:00,32
25148,2018-02-27 20:10:53+00:00,29
25138,2018-02-27 17:43:57+00:00,5
25142,2018-02-27 19:16:42+00:00,32
25160,2018-02-28 07:42:16+00:00,16
24624,2018-02-15 01:31:31+00:00,19
24664,2018-02-15 08:02:32+00:00,15
24622,2018-02-15 01:06:23+00:00,10
24747,2018-02-16 08:02:08+00:00,19
24819,2018-02-17 17:34:51+00:00,12
24935,2018-02-21 22:08:16+00:00,10
24943,2018-02-21 23:54:47+00:00,28
