I_15min,I_30min,I_1h,I_2h,I_3h,I_6h,I_8h,I_10h,I_12h,I_24h,date,id_estacao,daily_total_mm,api_1d,api_2d,api_3d,api_4d,api_5d,api_6d,api_7d,api_8d,api_9d,api_10d,classificacao
44.8,43.599999999999994,24.599999999999998,12.399999999999999,8.266666666666666,4.133333333333333,3.0999999999999996,2.4799999999999995,2.0666666666666664,1.0333333333333332,2016-12-03,28,24.799999999999997,0.0,0.1445,19.919325,20.1281275,20.1281275,20.1281275,20.1281275,20.1281275,20.267097667769924,20.38522231037436,ESA
12.8,11.2,5.6,3.7,2.5333333333333337,1.6666666666666667,1.25,1.0000000000000002,0.85,0.4916666666666667,2016-12-04,28,11.8,21.08,21.08,21.202824999999997,38.01142625,38.188908375,38.188908375,38.188908375,38.188908375,38.188908375,38.30703301760443,ESA
36.0,22.0,21.6,14.9,10.533333333333333,5.3,3.975,3.18,2.65,1.3416666666666668,2016-12-12,28,32.2,1.53,1.9635,2.086325,2.086325,2.086325,2.161754903125,3.8287557621874995,7.044143957648437,12.788244225471871,12.788244225471871,ESA
21.6,12.4,7.2,6.6,5.333333333333333,2.733333333333333,2.725,2.2600000000000002,1.8833333333333335,1.3333333333333333,2016-12-14,28,32.0,0.0,23.264499999999998,24.369925,24.683128749999998,24.771869812499997,24.771869812499997,24.771869812499997,24.82636791750781,26.030776038180466,28.353894009400992,ESA
18.4,12.0,7.6000000000000005,5.0,4.333333333333333,3.733333333333333,3.1750000000000003,2.68,2.25,1.1583333333333334,2016-12-17,28,27.799999999999997,4.08,7.6925,27.344499999999996,27.344499999999996,41.63181106249999,42.31068019062499,42.50302644359374,42.55752454860155,42.55752454860155,42.55752454860155,ESA
25.6,19.6,11.8,6.1000000000000005,4.066666666666667,2.0333333333333337,1.5250000000000001,1.2200000000000002,1.0166666666666668,0.5083333333333334,2016-12-30,28,12.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESA
17.6,11.200000000000001,7.6000000000000005,4.0,2.6666666666666665,1.9666666666666668,1.5,1.2,1.0,0.5,2017-01-05,28,12.0,0.0,0.0,0.0,0.0,0.0887410625,4.689965153124999,4.689965153124999,4.689965153124999,4.689965153124999,4.689965153124999,ESA
37.6,23.6,14.0,7.1000000000000005,4.8,2.4,1.8,1.44,1.2,0.6,2017-01-16,28,14.4,0.0,0.0,4.790175,7.087002499999999,7.974413124999999,7.974413124999999,7.974413124999999,7.974413124999999,7.974413124999999,8.013788005868143,ESA
48.8,35.2,21.4,12.0,8.333333333333334,4.866666666666666,3.6750000000000003,2.9400000000000004,2.45,1.225,2017-01-19,28,29.4,0.0,0.0,8.843399999999999,8.843399999999999,8.843399999999999,11.785166221874999,13.195705410312499,13.740686460390624,13.740686460390624,13.740686460390624,ESA
55.2,33.2,16.8,8.6,5.733333333333333,2.9000000000000004,2.1750000000000003,1.7400000000000002,1.4500000000000002,0.7250000000000001,2017-01-25,28,17.4,0.0,0.1445,1.7412249999999996,1.7412249999999996,2.4511534999999993,13.539349259374998,13.539349259374998,13.539349259374998,16.874633285853122,16.874633285853122,ESA
27.2,24.0,14.4,7.3,5.133333333333334,2.766666666666667,2.1,1.6800000000000002,1.4000000000000001,0.7000000000000001,2017-01-26,28,16.8,14.790000000000001,14.790000000000001,14.912825000000002,16.270041250000002,16.270041250000002,16.873480475,26.29844687046875,26.29844687046875,26.29844687046875,29.133438292975157,ESA
24.8,12.4,6.4,3.2,2.1333333333333333,1.0666666666666667,0.8,0.64,0.5333333333333333,0.4166666666666667,2017-03-07,28,10.0,0.17,0.17,0.17,0.27440125,3.9127848125,3.9127848125,3.9127848125,3.9672829175078124,4.430516810074218,4.430516810074218,ESA
64.0,54.8,47.800000000000004,43.0,34.53333333333333,17.7,13.375,11.18,9.316666666666668,4.7250000000000005,2017-03-08,28,113.4,8.5,8.6445,8.6445,8.6445,8.733241062500001,11.825867090625001,11.825867090625001,11.825867090625001,11.872190479881642,12.265939288563088,ESA
44.0,43.6,33.6,21.7,14.533333333333333,8.700000000000001,6.55,5.24,4.366666666666666,2.183333333333333,2017-03-14,28,52.400000000000006,0.68,0.68,0.68,0.68,0.68,43.44875507187499,46.65452595468749,46.7090240596953,46.7090240596953,46.7090240596953,ESA
11.2,9.2,8.0,7.0,5.8,3.266666666666666,2.4499999999999997,2.12,1.8166666666666667,1.3666666666666665,2017-03-18,28,32.800000000000004,0.0,0.0,0.0,27.353127499999992,27.70809174999999,27.70809174999999,27.70809174999999,27.70809174999999,27.70809174999999,50.03364920223794,ESA
12.8,8.4,5.6,3.0,2.0,1.7333333333333334,1.3,1.1,1.1166666666666667,0.5583333333333333,2017-03-28,28,13.399999999999999,0.0,0.0,0.0,0.0,0.177482125,0.40377183437499997,0.7243489226562498,2.304793967882812,3.555525477812109,10.01300594018781,ESA
24.8,13.2,8.2,5.4,4.533333333333333,3.533333333333333,2.7,2.16,1.8,1.45,2017-04-01,28,34.8,0.85,2.5839999999999996,7.9883,14.983183749999998,14.983183749999998,14.983183749999998,14.983183749999998,14.983183749999998,15.07583052851328,15.193955171117713,ESA
17.6,16.0,12.600000000000001,7.5,5.133333333333334,2.566666666666667,1.925,1.54,1.2833333333333334,0.65,2017-04-07,28,15.600000000000001,0.0,0.0,0.0,0.0,2.7509729375,15.875776081249997,16.196353169531246,16.850330429624996,18.888559556917183,21.526676575082867,ESA
26.4,22.4,12.6,10.6,9.0,6.633333333333333,5.725,4.58,3.8666666666666667,1.9333333333333333,2017-04-08,28,46.4,13.260000000000002,13.260000000000002,13.260000000000002,13.260000000000002,13.260000000000002,15.598326996875002,26.754409669062497,27.02690019410156,27.58278086518125,29.31527562337961,ESA
48.8,38.4,27.8,17.4,14.333333333333334,7.466666666666666,5.65,4.5200000000000005,3.766666666666667,1.8833333333333335,2017-04-12,28,45.199999999999996,0.0,0.0,0.0,24.221089999999993,31.142892874999994,31.142892874999994,31.142892874999994,31.142892874999994,31.142892874999994,32.36351418191247,ESA
10.4,8.4,6.200000000000001,3.7,2.733333333333334,2.0,1.725,1.4400000000000002,1.416666666666667,0.8333333333333334,2017-04-13,28,20.000000000000004,38.42,38.42,38.42,38.42,59.007926499999996,64.89145894375,64.89145894375,64.89145894375,64.89145894375,64.89145894375,ESA
7.2,5.6,5.0,3.6,2.6666666666666665,1.7333333333333334,1.3,1.04,0.8666666666666667,0.43333333333333335,2017-04-17,28,10.399999999999999,0.0,0.0,0.0,10.440124999999998,30.495605124999997,30.495605124999997,30.495605124999997,30.495605124999997,41.24263143254062,44.313872140255896,ESA
22.4,13.2,7.6,4.1,2.733333333333333,1.4333333333333333,1.075,0.86,0.7166666666666667,0.4166666666666667,2017-04-18,28,10.0,8.84,8.84,8.84,8.84,17.71410625,34.761264356249995,34.761264356249995,34.761264356249995,34.761264356249995,43.89623671765952,ESA
