id_estacao,time_step,time_step_col,upper_raw,lower_raw,upper_tol,lower_tol,POD_upper_raw,FAR_upper_raw,PPV_upper_raw,POD_lower_raw,FAR_lower_raw,PPV_lower_raw,POD_upper_tol,FAR_upper_tol,PPV_upper_tol,POD_lower_tol,FAR_lower_tol,PPV_lower_tol,best_antecedent_days,a,b,c,POD_api,FAR_api,PPV_api
4,12,I_12h,14.233333,1.050000,8.935333,1.595000,0.000000,0.002740,0.000000,1.000000,0.761644,0.014184,0.250000,0.010959,0.200000,0.750000,0.473973,0.017045,3,1.707653,-0.010000,3.434694,0.750000,0.069444,0.107143
4,24,I_24h,11.783333,0.675000,4.853333,0.990000,0.000000,0.002933,0.000000,1.000000,0.671554,0.017167,0.250000,0.011730,0.200000,0.750000,0.439883,0.019608,9,5.526939,-0.062105,2.644218,0.500000,0.030120,0.166667
5,1/6,I_15min,112.800000,19.200000,83.816000,19.200000,0.000000,0.002874,0.000000,1.000000,0.479885,0.011834,0.000000,0.011494,0.000000,1.000000,0.479885,0.011834,1,56.463673,-1.000000,8.620408,1.000000,0.241379,0.023256
5,1/2,I_30min,86.800000,14.000000,67.040000,14.060000,0.000000,0.002874,0.000000,1.000000,0.520115,0.010929,0.000000,0.011494,0.000000,0.500000,0.508621,0.005618,0,,,,,,
5,1,I_1h,61.000000,8.000000,43.484000,8.250000,0.000000,0.002874,0.000000,1.000000,0.609195,0.009346,0.000000,0.011494,0.000000,0.500000,0.574713,0.004975,0,,,,,,
5,2,I_2h,37.000000,4.700000,28.454000,4.885000,0.000000,0.002874,0.000000,1.000000,0.660920,0.008621,0.000000,0.011494,0.000000,0.500000,0.643678,0.004444,0,,,,,,
5,3,I_3h,29.600000,3.466667,21.385333,3.713333,0.000000,0.002874,0.000000,1.000000,0.689655,0.008264,0.000000,0.011494,0.000000,0.500000,0.623563,0.004587,0,,,,,,
5,6,I_6h,16.266667,1.766667,13.000000,2.000000,0.000000,0.002874,0.000000,1.000000,0.781609,0.007299,0.000000,0.011494,0.000000,0.500000,0.712644,0.004016,0,,,,,,
5,8,I_8h,13.325000,1.325000,9.992750,1.525000,0.000000,0.002874,0.000000,1.000000,0.821839,0.006944,0.000000,0.011494,0.000000,0.500000,0.738506,0.003876,0,,,,,,
5,10,I_10h,10.860000,1.260000,9.141200,1.411000,0.000000,0.002874,0.000000,1.000000,0.747126,0.007634,0.000000,0.011494,0.000000,0.500000,0.675287,0.004237,0,,,,,,
5,12,I_12h,9.500000,1.150000,7.684333,1.270833,0.000000,0.002874,0.000000,1.000000,0.718391,0.007937,0.000000,0.011494,0.000000,0.500000,0.655172,0.004367,0,,,,,,
5,24,I_24h,7.958333,0.575000,4.376417,0.652083,0.000000,0.003086,0.000000,1.000000,0.783951,0.007812,0.000000,0.012346,0.000000,0.500000,0.706790,0.004348,0,,,,,,
6,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,
6,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,
6,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,
6,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,
6,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,
6,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,
6,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,
6,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,
6,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,
6,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,
7,1/6,I_15min,131.200000,19.200000,102.256000,19.760000,0.000000,0.003226,0.000000,1.000000,0.500000,0.049080,0.000000,0.012903,0.000000,0.875000,0.480645,0.044872,1,130.533878,-0.218421,34.612245,0.375000,0.054839,0.150000
7,1/2,I_30min,110.400000,12.800000,97.256000,14.760000,0.000000,0.003226,0.000000,1.000000,0.574194,0.043011,0.000000,0.012903,0.000000,0.875000,0.509677,0.042424,1,72.393469,-0.166316,30.026822,0.375000,0.038710,0.200000
7,1,I_1h,84.400000,7.000000,61.116000,9.870000,0.000000,0.003226,0.000000,1.000000,0.674194,0.036866,0.000000,0.012903,0.000000,0.875000,0.493548,0.043750,1,61.811429,-0.166316,15.559184,0.500000,0.054839,0.190476
7,2,I_2h,52.500000,3.800000,34.266000,5.690000,0.000000,0.003226,0.000000,1.000000,0.800000,0.031250,0.000000,0.012903,0.000000,0.875000,0.570968,0.038043,1,35.809796,-0.114211,9.485423,0.500000,0.051613,0.200000
7,3,I_3h,40.666667,2.533333,24.418667,4.166667,0.000000,0.003226,0.000000,1.000000,0.861290,0.029091,0.000000,0.012903,0.000000,0.875000,0.577419,0.037634,1,25.324082,-0.166316,9.643732,0.500000,0.045161,0.222222
