id_estacao,time_step,time_step_col,upper_raw,lower_raw,upper_tol,lower_tol,POD_upper_raw,FAR_upper_raw,PPV_upper_raw,POD_lower_raw,FAR_lower_raw,PPV_lower_raw,POD_upper_tol,FAR_upper_tol,PPV_upper_tol,POD_lower_tol,FAR_lower_tol,PPV_lower_tol,best_antecedent_days,a,b,c,POD_api,FAR_api,PPV_api
7,6,I_6h,20.600000,1.533333,13.847000,2.653333,0.000000,0.003226,0.000000,1.000000,0.887097,0.028269,0.000000,0.012903,0.000000,0.875000,0.519355,0.041667,1,4.713333,-0.114211,6.705539,0.625000,0.041935,0.277778
7,8,I_8h,15.450000,1.150000,10.756000,2.348750,0.000000,0.003226,0.000000,1.000000,0.906452,0.027682,0.000000,0.012903,0.000000,0.875000,0.454839,0.047297,1,3.762704,-0.583158,5.278644,0.750000,0.051613,0.272727
7,10,I_10h,12.380000,0.920000,8.644800,1.879000,0.000000,0.003226,0.000000,1.000000,0.925806,0.027119,0.000000,0.012903,0.000000,0.875000,0.470968,0.045752,6,3.039551,-0.062105,4.214344,0.750000,0.052980,0.272727
7,12,I_12h,10.416667,0.766667,7.205500,1.565833,0.000000,0.003226,0.000000,1.000000,0.948387,0.026490,0.000000,0.012903,0.000000,0.875000,0.477419,0.045161,7,7.731531,-0.062105,3.348105,0.625000,0.036667,0.312500
7,24,I_24h,5.208333,0.550000,3.869000,0.891250,0.000000,0.003367,0.000000,1.000000,0.777778,0.033473,0.000000,0.010101,0.000000,0.875000,0.474747,0.047297,7,7.950357,-0.114211,1.955296,0.625000,0.041667,0.294118
8,1/6,I_15min,,,,,,,,,,,,,,,,,0,,,,,,
8,1/2,I_30min,,,,,,,,,,,,,,,,,0,,,,,,
8,1,I_1h,,,,,,,,,,,,,,,,,0,,,,,,
8,2,I_2h,,,,,,,,,,,,,,,,,0,,,,,,
8,3,I_3h,,,,,,,,,,,,,,,,,0,,,,,,
8,6,I_6h,,,,,,,,,,,,,,,,,0,,,,,,
8,8,I_8h,,,,,,,,,,,,,,,,,0,,,,,,
8,10,I_10h,,,,,,,,,,,,,,,,,0,,,,,,
8,12,I_12h,,,,,,,,,,,,,,,,,0,,,,,,
8,24,I_24h,,,,,,,,,,,,,,,,,0,,,,,,
9,1/6,I_15min,93.600000,16.000000,86.976000,17.200000,0.000000,0.003876,0.000000,1.000000,0.589147,0.025641,0.000000,0.011628,0.000000,0.750000,0.565891,0.020134,1,142.089796,-0.166316,37.355102,0.250000,0.015504,0.200000
9,1/2,I_30min,80.800000,13.200000,66.760000,14.160000,0.000000,0.003876,0.000000,1.000000,0.573643,0.026316,0.000000,0.011628,0.000000,0.750000,0.527132,0.021583,1,86.561633,-0.114211,18.459864,0.500000,0.034884,0.181818
9,1,I_1h,67.000000,11.000000,45.414000,11.150000,0.000000,0.003876,0.000000,1.000000,0.453488,0.033058,0.000000,0.011628,0.000000,0.750000,0.441860,0.025641,1,86.057143,-0.114211,11.167347,0.500000,0.034884,0.181818
9,2,I_2h,40.200000,6.200000,28.584000,6.560000,0.000000,0.003876,0.000000,1.000000,0.465116,0.032258,0.000000,0.011628,0.000000,0.750000,0.445736,0.025424,1,17.770204,-0.062105,11.357143,0.250000,0.015504,0.200000
9,3,I_3h,29.933333,4.266667,20.984667,4.566667,0.000000,0.003876,0.000000,1.000000,0.519380,0.028986,0.000000,0.011628,0.000000,0.750000,0.465116,0.024390,1,16.942313,-0.062105,6.546939,0.250000,0.019380,0.166667
9,6,I_6h,19.233333,2.133333,12.274667,2.338333,0.000000,0.003876,0.000000,1.000000,0.658915,0.022989,0.000000,0.011628,0.000000,0.750000,0.585271,0.019481,1,10.160204,-0.114211,5.077778,0.250000,0.023256,0.142857
9,8,I_8h,15.300000,1.600000,9.220250,1.753750,0.000000,0.003876,0.000000,1.000000,0.697674,0.021739,0.000000,0.011628,0.000000,0.750000,0.612403,0.018634,1,8.929592,-0.114211,3.804082,0.250000,0.027132,0.125000
9,10,I_10h,13.080000,1.280000,7.376200,1.403000,0.000000,0.003876,0.000000,1.000000,0.728682,0.020833,0.000000,0.011628,0.000000,0.750000,0.624031,0.018293,1,7.266122,-0.114211,3.069388,0.250000,0.031008,0.111111
9,12,I_12h,11.283333,1.066667,6.146833,1.169167,0.000000,0.003876,0.000000,1.000000,0.755814,0.020101,0.000000,0.011628,0.000000,0.750000,0.639535,0.017857,1,6.080612,-0.114211,2.563265,0.250000,0.031008,0.111111
9,24,I_24h,6.075000,0.541667,3.343833,0.591667,0.000000,0.004132,0.000000,1.000000,0.826446,0.019608,0.000000,0.012397,0.000000,0.750000,0.719008,0.016949,1,3.722959,-0.114211,1.397222,0.250000,0.028926,0.125000
10,1/6,I_15min,126.400000,20.000000,89.872000,20.840000,0.000000,0.003521,0.000000,1.000000,0.475352,0.014599,0.000000,0.010563,0.000000,0.500000,0.443662,0.007874,0,,,,,,
10,1/2,I_30min,116.400000,10.000000,72.900000,11.220000,0.000000,0.003521,0.000000,1.000000,0.651408,0.010695,0.000000,0.010563,0.000000,0.500000,0.591549,0.005917,0,,,,,,
10,1,I_1h,94.800000,9.200000,55.868000,9.680000,0.000000,0.003521,0.000000,1.000000,0.542254,0.012821,0.000000,0.010563,0.000000,0.500000,0.514085,0.006803,0,,,,,,
10,2,I_2h,54.500000,4.700000,32.017000,4.990000,0.000000,0.003521,0.000000,1.000000,0.654930,0.010638,0.000000,0.010563,0.000000,0.500000,0.633803,0.005525,0,,,,,,
10,3,I_3h,36.333333,3.200000,23.884667,3.410000,0.000000,0.003521,0.000000,1.000000,0.753521,0.009259,0.000000,0.010563,0.000000,0.500000,0.697183,0.005025,0,,,,,,
10,6,I_6h,18.333333,1.933333,15.204667,2.081667,0.000000,0.003521,0.000000,1.000000,0.728873,0.009569,0.000000,0.010563,0.000000,0.500000,0.676056,0.005181,0,,,,,,
10,8,I_8h,17.475000,2.000000,11.463000,2.083750,0.000000,0.003521,0.000000,1.000000,0.549296,0.012658,0.000000,0.010563,0.000000,0.500000,0.507042,0.006897,0,,,,,,
10,10,I_10h,14.700000,1.760000,9.173800,1.819000,0.000000,0.003521,0.000000,1.000000,0.496479,0.013986,0.000000,0.010563,0.000000,0.500000,0.468310,0.007463,0,,,,,,
10,12,I_12h,12.583333,1.466667,7.672500,1.515833,0.000000,0.003521,0.000000,1.000000,0.517606,0.013423,0.000000,0.010563,0.000000,0.500000,0.485915,0.007194,0,,,,,,
10,24,I_24h,6.925000,0.858333,4.433833,0.876667,0.000000,0.003704,0.000000,1.000000,0.448148,0.016260,0.000000,0.011111,0.000000,0.500000,0.440741,0.008333,0,,,,,,
11,1/6,I_15min,120.800000,8.000000,92.736000,10.400000,0.000000,0.003597,0.000000,1.000000,0.852518,0.052000,0.000000,0.010791,0.000000,0.923077,0.787770,0.051948,1,103.861224,-0.583158,11.265306,0.461538,0.226619,0.086957
11,1/2,I_30min,94.400000,6.400000,70.392000,8.320000,0.000000,0.003597,0.000000,1.000000,0.845324,0.052419,0.000000,0.010791,0.000000,0.923077,0.769784,0.053097,1,78.984490,-0.531053,9.591156,0.461538,0.212230,0.092308
11,1,I_1h,69.400000,4.200000,50.406000,6.960000,0.000000,0.003597,0.000000,1.000000,0.913669,0.048689,0.000000,0.010791,0.000000,0.923077,0.712230,0.057143,2,36.031020,-0.218421,8.709864,0.538462,0.177536,0.125000
11,2,I_2h,43.400000,2.200000,29.968000,3.940000,0.000000,0.003597,0.000000,1.000000,0.982014,0.045455,0.000000,0.010791,0.000000,0.923077,0.784173,0.052174,2,22.942041,-0.166316,5.080612,0.461538,0.155797,0.122449
11,3,I_3h,31.000000,1.800000,21.563333,2.760000,0.000000,0.003597,0.000000,1.000000,0.974820,0.045775,0.000000,0.010791,0.000000,0.923077,0.841727,0.048780,1,7.250204,-0.114211,3.030952,0.615385,0.241007,0.106667
11,6,I_6h,17.033333,1.200000,11.955333,1.520000,0.000000,0.003597,0.000000,1.000000,0.974820,0.045775,0.000000,0.010791,0.000000,0.923077,0.920863,0.044776,6,11.967075,-0.426842,3.984580,0.461538,0.156134,0.125000
11,8,I_8h,13.125000,1.125000,10.608750,1.245000,0.000000,0.003597,0.000000,1.000000,0.960432,0.046429,0.000000,0.010791,0.000000,0.923077,0.920863,0.044776,6,10.599643,-0.531053,3.325000,0.461538,0.148699,0.130435
11,10,I_10h,10.860000,1.060000,9.036200,1.120000,0.000000,0.003597,0.000000,1.000000,0.899281,0.049430,0.000000,0.010791,0.000000,0.923077,0.823741,0.049793,1,7.648653,-0.114211,0.332653,0.461538,0.140288,0.133333
11,12,I_12h,9.050000,0.883333,7.545500,0.963333,0.000000,0.003597,0.000000,1.000000,0.913669,0.048689,0.000000,0.010791,0.000000,0.923077,0.791367,0.051724,1,6.376327,-0.114211,0.236111,0.461538,0.151079,0.125000
11,24,I_24h,4.800000,0.458333,4.026250,0.498333,0.000000,0.003846,0.000000,1.000000,0.911538,0.052000,0.000000,0.011538,0.000000,0.923077,0.826923,0.052863,6,3.710204,-0.374737,1.309028,0.461538,0.130952,0.153846
12,1/6,I_15min,131.200000,17.600000,106.616000,18.080000,0.000000,0.003425,0.000000,1.000000,0.561644,0.040936,0.000000,0.010274,0.000000,0.857143,0.537671,0.036810,1,97.028571,-0.062105,44.146939,0.285714,0.023973,0.222222
12,1/2,I_30min,112.800000,12.800000,87.268000,13.040000,0.000000,0.003425,0.000000,1.000000,0.551370,0.041667,0.000000,0.010274,0.000000,0.857143,0.541096,0.036585,1,54.457143,-0.062105,32.587755,0.285714,0.027397,0.200000
12,1,I_1h,83.200000,7.600000,68.726000,7.780000,0.000000,0.003425,0.000000,1.000000,0.616438,0.037433,0.000000,0.010274,0.000000,0.857143,0.609589,0.032609,1,80.376327,-0.062105,23.366667,0.285714,0.027397,0.200000
12,2,I_2h,50.700000,4.200000,39.787000,4.470000,0.000000,0.003425,0.000000,1.000000,0.729452,0.031818,0.000000,0.010274,0.000000,0.857143,0.681507,0.029268,7,64.836735,-0.062105,15.400000,0.285714,0.017606,0.285714
